address,size,rooms,criteria,price,longitude,latitude,distance,district,neighborhood,id,host_identity_verified,instant_bookable,bed_type,private,luggage_dropoff,stairless,balcony,elevator,moderate,strict,loc,Restaurant,Bar,Café,Coffee Shop,Bakery,Hotel,Ice Cream Shop,Supermarket,Pizza Place,Pub,yearly_incomes_predicted
"Schmargendorf (Wilmersdorf), Berlin",44.0,1.0,empty,179000.0,13.30825,52.48276,6.864973306790222,Charlottenburg-Wilm.,Schmargendorf,4190,1,1,1,1,1,0,0,0,0,1,other,1,0,0,0,0,1,0,1,0,1,21752.491
"Reinickendorf (Reinickendorf), Berlin",70.0,3.0,['Provisionsfrei*'],279000.0,13.353729999999999,52.574740000000006,8.698435799788296,Reinickendorf,Reinickendorf,4191,1,1,1,1,1,0,0,0,0,1,other,2,0,0,0,2,1,0,1,0,0,25566.785
"Erich-Weinert-Str. 137, Prenzlauer Berg (Prenzlauer Berg), Berlin",42.0,1.0,"['Einbauküche', 'Keller', 'Aufzug']",169000.0,13.439329999999998,52.544290000000004,5.192611546501764,Pankow,Prenzlauer Berg,4192,1,1,1,1,1,0,0,1,0,1,Prenzlauer Berg (nh),3,0,2,1,1,0,1,4,0,0,23684.928
"Schöneberg (Schöneberg), Berlin",70.0,2.0,"['Einbauküche', 'Aufzug']",495000.0,13.351170000000002,52.4727,4.90567641177681,Tempelhof - Schöneberg,Schöneberg,4193,1,1,1,1,1,0,0,1,0,1,Schöneberg (nh),0,0,0,0,0,0,0,1,0,0,38563.035
"Mitte (Mitte), Berlin",82.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",549000.0,13.387170000000001,52.517959999999995,2.0427312329096674,Mitte,Mitte,4194,1,1,1,1,1,0,1,0,0,1,Mitte (nh),13,8,3,5,0,6,0,0,0,1,38096.013
"Steglitz (Steglitz), Berlin",136.0,3.0,['Balkon/Terrasse'],629000.0,13.360610000000001,52.446769999999994,6.891505289666778,Steglitz - Zehlendorf,Steglitz,4195,1,1,1,1,1,0,1,0,0,1,other,0,0,0,0,1,0,0,1,0,0,40545.49
"Rheingaustraße 19, Friedenau (Schöneberg), Berlin",82.0,3.0,"['Balkon/Terrasse', 'Keller']",359000.0,13.321279999999998,52.471030000000006,6.630634752897064,Tempelhof - Schöneberg,Friedenau,4196,1,1,1,1,1,0,1,0,0,1,other,8,2,3,0,0,0,0,0,0,1,33552.524
"Rheingaustraße 19, Friedenau (Schöneberg), Berlin",49.0,2.0,"['Garten', 'Keller']",229000.0,13.321279999999998,52.471030000000006,6.630634752897064,Tempelhof - Schöneberg,Friedenau,4197,1,1,1,1,1,0,0,0,0,1,other,8,2,3,0,0,0,0,0,0,1,24538.325
"Waidmannslust (Reinickendorf), Berlin",62.0,2.0,"['Balkon/Terrasse', 'Keller']",220000.0,13.3497,52.57546,8.881668544335291,Reinickendorf,Reinickendorf,4198,1,1,1,1,1,0,1,0,0,1,other,1,0,0,0,1,0,0,0,0,0,22648.038
"Waidmannslust (Reinickendorf), Berlin",60.0,2.0,"['Balkon/Terrasse', 'Keller']",211500.0,13.3497,52.57546,8.881668544335291,Reinickendorf,Reinickendorf,4199,1,1,1,1,1,0,1,0,0,1,other,1,0,0,0,1,0,0,0,0,0,22876.772
"Eisenacher Straße 18, Schöneberg (Schöneberg), Berlin",36.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",269000.0,13.349479999999998,52.49573,3.7841872554286082,Tempelhof - Schöneberg,Schöneberg,4200,1,1,1,1,1,0,1,0,0,1,Schöneberg (nh),31,15,9,4,1,3,2,0,1,0,21652.455
"Friedrichshain (Friedrichshain), Berlin",55.0,2.0,"['Balkon/Terrasse', 'Keller']",264500.0,13.430729999999999,52.528830000000006,3.4088892677477243,Pankow,Prenzlauer Berg,4201,1,1,1,1,1,0,1,0,0,1,Prenzlauer Berg (nh),18,6,11,1,2,3,3,2,1,0,28528.525
"Damerowstr. 63, Pankow (Pankow), Berlin",81.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse']",399000.0,13.41664,52.57246,7.793840151928786,Pankow,Pankow,4202,1,1,1,1,1,0,1,0,0,1,other,3,0,1,0,0,0,1,2,0,0,32254.585
"Danckelmannstraße 10, Charlottenburg (Charlottenburg), Berlin",107.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",805000.0,13.290479999999999,52.51576,7.828398866561565,Charlottenburg-Wilm.,Charlottenburg,4203,1,1,1,1,1,0,1,0,0,1,Charlottenburg (nh),10,1,4,0,2,0,3,2,0,0,43716.294
"Nikolassee (Zehlendorf), Berlin",116.0,4.5,"['Balkon/Terrasse', 'Einbauküche', 'Garten']",500000.0,13.197389999999999,52.41885,16.833541628998187,Steglitz - Zehlendorf,Nikolassee,4204,1,1,1,1,1,0,1,0,0,1,other,0,0,1,0,0,0,0,0,0,0,42454.885
"Mariendorf (Tempelhof), Berlin",59.0,2.0,"['Balkon/Terrasse', 'Einbauküche']",160000.0,13.38449,52.45321,5.670795687244934,Tempelhof - Schöneberg,Mariendorf,4205,1,1,1,1,1,0,1,0,0,1,other,6,1,2,0,0,0,0,2,0,0,22853.168
"Reinickendorf (Reinickendorf), Berlin",70.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse']",225000.0,13.353729999999999,52.574740000000006,8.698435799788296,Reinickendorf,Reinickendorf,4206,1,1,1,1,1,0,1,0,0,1,other,2,0,0,0,2,1,0,1,0,0,30689.415
"Dolziger Str. 13, Friedrichshain (Friedrichshain), Berlin",155.0,4.0,"['Provisionsfrei*', 'Balkon/Terrasse']",819000.0,13.46584,52.519119999999994,4.5518315756328045,Friedrichshain-Kreuzberg,Friedrichshain,4207,1,1,1,1,1,0,1,0,0,1,Friedrichshain (nh),17,4,3,0,2,3,1,1,4,1,43995.046
"Charlottenburg (Charlottenburg), Berlin",55.0,2.0,"['Balkon/Terrasse', 'Keller']",215000.0,13.29005,52.533,8.421262398856884,Charlottenburg-Wilm.,Charlottenburg-Nord,4208,1,1,1,1,1,0,1,0,0,1,other,0,0,0,0,0,0,0,0,0,0,24183.141
"Niederschöneweide (Treptow), Berlin",40.0,1.0,"['Einbauküche', 'Keller', 'Aufzug']",180000.0,13.513279999999998,52.455490000000005,9.069325210110552,Treptow - Köpenick,Niederschöneweide,4209,1,1,1,1,1,0,0,1,0,1,other,5,0,0,0,3,0,1,1,0,0,21720.176
"Friedrichshain (Friedrichshain), Berlin",69.0,2.0,"['Keller', 'Aufzug']",275000.0,13.430729999999999,52.528830000000006,3.4088892677477243,Pankow,Prenzlauer Berg,4210,1,1,1,1,1,0,0,1,0,1,Prenzlauer Berg (nh),18,6,11,1,2,3,3,2,1,0,31228.373
"Alt-Moabit 73 A, Tiergarten (Tiergarten), Berlin",122.0,4.0,['Balkon/Terrasse'],549000.0,13.35261,52.50937,3.5657854743777873,Mitte,Tiergarten,4211,1,1,1,1,1,0,1,0,0,1,Mitte,3,2,1,1,0,4,0,0,0,0,43814.644
"Sömmeringstraße 37, Charlottenburg (Charlottenburg), Berlin",69.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",444000.0,13.305779999999999,52.524969999999996,7.100540756909687,Charlottenburg-Wilm.,Charlottenburg,4212,1,1,1,1,1,0,1,0,0,1,Charlottenburg (nh),5,2,1,1,0,2,0,3,0,0,32343.662
"Mitte (Mitte), Berlin",57.0,2.0,"['Provisionsfrei*', 'Keller']",443565.0,13.387170000000001,52.517959999999995,2.0427312329096674,Mitte,Mitte,4213,1,1,1,1,1,0,0,0,0,1,Mitte (nh),13,8,3,5,0,6,0,0,0,1,30410.101
"Britzer Straße 19A, Niederschöneweide (Treptow), Berlin",56.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",212000.0,13.517170000000002,52.45335,9.422177160876219,Treptow - Köpenick,Niederschöneweide,4214,1,1,1,1,1,0,1,0,0,1,other,3,0,0,0,0,0,1,0,0,0,23690.548
"Britzer Straße 19A, Niederschöneweide (Treptow), Berlin",52.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",194000.0,13.517170000000002,52.45335,9.422177160876219,Treptow - Köpenick,Niederschöneweide,4215,1,1,1,1,1,0,1,0,0,1,other,3,0,0,0,0,0,1,0,0,0,24024.095
"Christstraße 8a, Charlottenburg (Charlottenburg), Berlin",69.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",399000.0,13.29151,52.51684,7.783036312723579,Charlottenburg-Wilm.,Charlottenburg,4216,1,1,1,1,1,0,1,0,0,1,Charlottenburg (nh),9,1,5,0,2,0,2,2,0,0,33081.287
"Tempelhof (Tempelhof), Berlin",70.0,3.0,['Keller'],297500.0,13.389370000000001,52.465790000000005,4.233441237281597,Tempelhof - Schöneberg,Tempelhof,4217,1,1,1,1,1,0,0,0,0,1,other,6,0,0,0,0,1,0,3,0,0,33080.444
"Tempelhof (Tempelhof), Berlin",63.0,3.0,['Keller'],205000.0,13.389370000000001,52.465790000000005,4.233441237281597,Tempelhof - Schöneberg,Tempelhof,4218,1,1,1,1,1,0,0,0,0,1,other,6,0,0,0,0,1,0,3,0,0,23447.483
"Tempelhof (Tempelhof), Berlin",70.0,3.0,['Keller'],263000.0,13.389370000000001,52.465790000000005,4.233441237281597,Tempelhof - Schöneberg,Tempelhof,4219,1,1,1,1,1,0,0,0,0,1,other,6,0,0,0,0,1,0,3,0,0,33080.444
"Tempelhof (Tempelhof), Berlin",70.0,3.0,['Keller'],282500.0,13.389370000000001,52.465790000000005,4.233441237281597,Tempelhof - Schöneberg,Tempelhof,4220,1,1,1,1,1,0,0,0,0,1,other,6,0,0,0,0,1,0,3,0,0,33080.444
"Tempelhof (Tempelhof), Berlin",70.0,3.0,['Keller'],265000.0,13.389370000000001,52.465790000000005,4.233441237281597,Tempelhof - Schöneberg,Tempelhof,4221,1,1,1,1,1,0,0,0,0,1,other,6,0,0,0,0,1,0,3,0,0,33080.444
"Gritznerstraße 32, Steglitz (Steglitz), Berlin",70.0,2.0,"['Balkon/Terrasse', 'Keller']",280000.0,13.3159,52.46395,7.373704148323586,Steglitz - Zehlendorf,Steglitz,4222,1,1,1,1,1,0,1,0,0,1,other,5,0,0,0,1,0,1,0,0,1,30984.465
"Nürnberger Straße 27, Charlottenburg (Charlottenburg), Berlin",77.0,2.5,['Keller'],479000.0,13.336179999999999,52.50046999999999,4.609322229121663,Charlottenburg-Wilm.,Charlottenburg,4223,1,1,1,1,1,0,0,0,0,1,Charlottenburg (nh),24,9,1,1,0,15,0,1,0,0,33274.334
"Nürnberger Straße 27, Charlottenburg (Charlottenburg), Berlin",77.0,2.5,['Keller'],479000.0,13.336179999999999,52.50046999999999,4.609322229121663,Charlottenburg-Wilm.,Charlottenburg,4224,1,1,1,1,1,0,0,0,0,1,Charlottenburg (nh),24,9,1,1,0,15,0,1,0,0,33274.334
"Tiergarten (Tiergarten), Berlin",63.0,2.0,['Keller'],289000.0,13.37171,52.5196,2.8850503956318314,Mitte,Mitte,4225,1,1,1,1,1,0,0,0,0,1,Mitte (nh),2,1,0,0,0,0,0,0,0,0,26628.403
"Nürnberger Straße 27, Charlottenburg (Charlottenburg), Berlin",112.0,3.0,"['Balkon/Terrasse', 'Keller']",679000.0,13.336179999999999,52.50046999999999,4.609322229121663,Charlottenburg-Wilm.,Charlottenburg,4226,1,1,1,1,1,0,1,0,0,1,Charlottenburg (nh),24,9,1,1,0,15,0,1,0,0,58685.445
"Suderoder Straße 15, Britz (Neukölln), Berlin",100.0,3.5,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",536000.0,13.43299,52.46085,5.0544117692083175,Neukölln,Britz,4227,1,1,1,1,1,0,1,0,0,1,other,3,0,0,0,1,1,0,2,0,0,34133.632
"Suderoder Straße 15, Britz (Neukölln), Berlin",45.0,2.0,"['Provisionsfrei*', 'Keller']",237000.0,13.43299,52.46085,5.0544117692083175,Neukölln,Britz,4228,1,1,1,1,1,0,0,0,0,1,other,3,0,0,0,1,1,0,2,0,0,22928.476
"Wolfshagener Str. 60, Pankow (Pankow), Berlin",106.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",479000.0,13.40801,52.57189,7.68907965418462,Pankow,Pankow,4229,1,1,1,1,1,0,1,0,0,1,other,4,0,4,1,2,0,2,0,0,0,43665.433
"Nürnberger Straße 27, Charlottenburg (Charlottenburg), Berlin",113.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",699000.0,13.336179999999999,52.50046999999999,4.609322229121663,Charlottenburg-Wilm.,Charlottenburg,4230,1,1,1,1,1,0,1,0,0,1,Charlottenburg (nh),24,9,1,1,0,15,0,1,0,0,58663.808
"Nürnberger Straße 27, Charlottenburg (Charlottenburg), Berlin",77.0,2.5,"['Einbauküche', 'Keller']",469000.0,13.336179999999999,52.50046999999999,4.609322229121663,Charlottenburg-Wilm.,Charlottenburg,4231,1,1,1,1,1,0,0,0,0,1,Charlottenburg (nh),24,9,1,1,0,15,0,1,0,0,33274.334
"Nürnberger Straße 27, Charlottenburg (Charlottenburg), Berlin",72.0,2.0,"['Einbauküche', 'Keller']",389000.0,13.336179999999999,52.50046999999999,4.609322229121663,Charlottenburg-Wilm.,Charlottenburg,4232,1,1,1,1,1,0,0,0,0,1,Charlottenburg (nh),24,9,1,1,0,15,0,1,0,0,33429.727
"Dolziger Str. 13, Friedrichshain (Friedrichshain), Berlin",71.0,2.0,['Provisionsfrei*'],359000.0,13.46584,52.519119999999994,4.5518315756328045,Friedrichshain-Kreuzberg,Friedrichshain,4233,1,1,1,1,1,0,0,0,0,1,Friedrichshain (nh),17,4,3,0,2,3,1,1,4,1,32120.829
"Prenzlauer Berg (Prenzlauer Berg), Berlin",138.0,4.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",789000.0,13.419310000000001,52.528569999999995,3.0452233333710375,Pankow,Prenzlauer Berg,4234,1,1,1,1,1,0,1,0,0,1,Prenzlauer Berg (nh),7,2,2,2,0,6,1,1,0,0,40860.772
"Straßburger Straße 30, Spandau (Spandau), Berlin",120.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",653763.0,13.19723,52.528330000000004,14.2883684027412,Spandau,Wilhelmstadt,4235,1,1,1,1,1,0,1,0,0,1,other,2,0,1,0,0,0,1,1,2,0,40266.457
"Spandau (Spandau), Berlin",59.0,2.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",135000.0,13.20217,52.53487,14.1258818744206,Spandau,Spandau,4236,1,1,1,1,1,0,1,1,0,1,other,8,0,2,0,1,2,2,0,0,2,28475.697
"Erasmusstraße 2, Tiergarten (Tiergarten), Berlin",32.0,1.0,"['Provisionsfrei*', 'Keller']",148900.0,13.37054,52.51019,2.4206679753659914,Mitte,Potsdamer Platz,4237,1,1,1,1,1,0,0,0,0,1,Mitte,14,9,4,4,2,4,2,1,1,0,23656.828
"Friedrichsfelde (Lichtenberg), Berlin",54.0,2.0,"['Balkon/Terrasse', 'Keller']",165000.0,13.29205,52.43884,10.403225963475998,Steglitz - Zehlendorf,Lichterfelde,4238,1,1,1,1,1,0,1,0,0,1,other,0,0,1,0,0,0,1,1,0,0,31181.165
"Mitte (Mitte), Berlin",53.0,2.0,"['Provisionsfrei*', 'Keller']",264121.0,13.387170000000001,52.517959999999995,2.0427312329096674,Mitte,Mitte,4239,1,1,1,1,1,0,0,0,0,1,Mitte (nh),13,8,3,5,0,6,0,0,0,1,31067.641
"Grünau (Köpenick), Berlin",66.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",350000.0,13.58325,52.443419999999996,13.809179464527606,Treptow - Köpenick,Köpenick,4240,1,1,1,1,1,0,1,0,0,1,other,2,0,0,0,0,0,0,1,0,0,30533.46
"Friedrichshain (Friedrichshain), Berlin",117.0,3.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",448000.0,13.430729999999999,52.528830000000006,3.4088892677477243,Pankow,Prenzlauer Berg,4241,1,1,1,1,1,0,1,1,0,1,Prenzlauer Berg (nh),18,6,11,1,2,3,3,2,1,0,43886.58
"Kavalierstraße 19c, Pankow (Pankow), Berlin",73.0,2.0,"['Balkon/Terrasse', 'Keller']",359000.0,13.409370000000001,52.57348,7.869355012794938,Pankow,Pankow,4242,1,1,1,1,1,0,1,0,0,1,other,3,0,4,0,1,0,2,0,0,0,34202.758
"Stephanstraße 50, Tiergarten (Tiergarten), Berlin",52.0,2.0,empty,189000.0,13.35315,52.509280000000004,3.5279649244923728,Mitte,Tiergarten,4243,1,1,1,1,1,0,0,0,0,1,Mitte,4,2,1,1,0,4,0,0,0,0,27013.092
"Neukölln (Neukölln), Berlin",53.0,2.0,"['Balkon/Terrasse', 'Keller']",210000.0,13.455210000000001,52.46334,5.583804581679518,Neukölln,Neukölln,4244,1,1,1,1,1,0,1,0,0,1,Neukölln (nh),2,0,0,0,0,0,0,0,0,0,20862.564
"Erasmusstraße 2, Tiergarten (Tiergarten), Berlin",44.0,1.0,"['Provisionsfrei*', 'Keller']",154900.0,13.37054,52.51019,2.4206679753659914,Mitte,Potsdamer Platz,4245,1,1,1,1,1,0,0,0,0,1,Mitte,14,9,4,4,2,4,2,1,1,0,25078.407
"Erasmusstraße 2, Tiergarten (Tiergarten), Berlin",92.0,3.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",333700.0,13.37054,52.51019,2.4206679753659914,Mitte,Potsdamer Platz,4246,1,1,1,1,1,0,1,0,0,1,Mitte,14,9,4,4,2,4,2,1,1,0,36306.043
"Karolinenstraße 1 D, Tegel (Reinickendorf), Berlin",57.0,2.0,['Balkon/Terrasse'],159000.0,13.28248,52.59188,12.878897370901187,Reinickendorf,Tegel,4247,1,1,1,1,1,0,1,0,0,1,other,7,1,3,0,0,0,4,2,1,0,25001.132
"Schnackenburgstr. 7, Friedenau (Schöneberg), Berlin",59.0,2.0,['Keller'],339000.0,13.33332,52.47458,5.731088884601643,Tempelhof - Schöneberg,Friedenau,4248,1,1,1,1,1,0,0,0,0,1,other,11,4,3,0,1,1,1,3,0,0,22707.329
"Tiergarten (Tiergarten), Berlin",69.0,2.0,"['Einbauküche', 'Keller', 'Gäste-WC', '+2']",645000.0,13.37171,52.5196,2.8850503956318314,Mitte,Mitte,4249,1,1,1,1,1,0,0,0,0,1,Mitte (nh),2,1,0,0,0,0,0,0,0,0,34611.332
"Friedrichshagen (Köpenick), Berlin",120.0,5.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",890000.0,13.589329999999999,52.45134,13.783136058276433,Treptow - Köpenick,Köpenick,4250,1,1,1,1,1,0,1,0,0,1,other,1,0,0,0,0,0,0,0,0,0,43934.069
"Friedrichshain (Friedrichshain), Berlin",139.0,4.0,"['Balkon/Terrasse', 'Keller', 'Aufzug']",493000.0,13.430729999999999,52.528830000000006,3.4088892677477243,Pankow,Prenzlauer Berg,4251,1,1,1,1,1,0,1,1,0,1,Prenzlauer Berg (nh),18,6,11,1,2,3,3,2,1,0,45666.434
"Charlottenburg (Charlottenburg), Berlin",100.0,3.0,"['Balkon/Terrasse', 'Aufzug']",750000.0,13.29005,52.533,8.421262398856884,Charlottenburg-Wilm.,Charlottenburg-Nord,4252,1,1,1,1,1,0,1,1,0,1,other,0,0,0,0,0,0,0,0,0,0,32101.721
"Schöneweider Str. x, Neukölln (Neukölln), Berlin",80.0,2.0,"['Einbauküche', 'Keller']",340000.0,13.44469,52.471869999999996,4.397818824163269,Neukölln,Neukölln,4253,1,1,1,1,1,0,0,0,0,1,Neukölln (nh),13,10,2,0,2,0,2,2,0,0,30168.441
"Brunnenstraße 182, Mitte (Mitte), Berlin",75.0,3.0,['Balkon/Terrasse'],499000.0,13.39944,52.53159,3.2194784827116205,Mitte,Mitte,4254,1,1,1,1,1,0,1,0,0,1,Mitte (nh),23,12,7,4,1,3,3,1,2,0,34189.832
"Pankow (Pankow), Berlin",73.0,2.0,['Balkon/Terrasse'],315000.0,13.402479999999999,52.56926,7.393132843683435,Pankow,Pankow,4255,1,1,1,1,1,0,1,0,0,1,other,7,0,6,0,2,0,1,0,0,1,34289.025
"Glasower Straße 56, Neukölln (Neukölln), Berlin",70.0,2.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",399000.0,13.439470000000002,52.464580000000005,4.874064778436519,Neukölln,Neukölln,4256,1,1,1,1,1,0,1,0,0,1,Neukölln (nh),4,1,0,0,3,2,0,1,0,0,32340.571
"Gritznerstraße 32, Steglitz (Steglitz), Berlin",62.0,2.0,"['Balkon/Terrasse', 'Keller']",350000.0,13.3159,52.46395,7.373704148323586,Steglitz - Zehlendorf,Steglitz,4257,1,1,1,1,1,0,1,0,0,1,other,5,0,0,0,1,0,1,0,0,1,25245.883
"Knorrpromenade 8, Friedrichshain (Friedrichshain), Berlin",87.0,3.0,"['Balkon/Terrasse', 'Keller']",399000.0,13.462639999999999,52.50921999999999,4.021636642503832,Friedrichshain-Kreuzberg,Friedrichshain,4258,1,1,1,1,1,0,1,0,0,1,Friedrichshain (nh),30,16,13,5,2,1,2,0,2,0,34566.372
"Knorrpromenade 8, Friedrichshain (Friedrichshain), Berlin",48.0,2.0,"['Einbauküche', 'Keller']",219000.0,13.462639999999999,52.50921999999999,4.021636642503832,Friedrichshain-Kreuzberg,Friedrichshain,4259,1,1,1,1,1,0,0,0,0,1,Friedrichshain (nh),30,16,13,5,2,1,2,0,2,0,26578.385
"Rheingaustraße 19, Friedenau (Schöneberg), Berlin",78.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",369000.0,13.321279999999998,52.471030000000006,6.630634752897064,Tempelhof - Schöneberg,Friedenau,4260,1,1,1,1,1,0,1,0,0,1,other,8,2,3,0,0,0,0,0,0,1,30386.497
"Rheingaustraße 19, Friedenau (Schöneberg), Berlin",80.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",369000.0,13.321279999999998,52.471030000000006,6.630634752897064,Tempelhof - Schöneberg,Friedenau,4261,1,1,1,1,1,0,1,0,0,1,other,8,2,3,0,0,0,0,0,0,1,30913.091
"Rheingaustraße 19, Friedenau (Schöneberg), Berlin",82.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",359000.0,13.321279999999998,52.471030000000006,6.630634752897064,Tempelhof - Schöneberg,Friedenau,4262,1,1,1,1,1,0,1,0,0,1,other,8,2,3,0,0,0,0,0,0,1,33552.524
"Rheingaustraße 19, Friedenau (Schöneberg), Berlin",93.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",439000.0,13.321279999999998,52.471030000000006,6.630634752897064,Tempelhof - Schöneberg,Friedenau,4263,1,1,1,1,1,0,1,0,0,1,other,8,2,3,0,0,0,0,0,0,1,33715.223
"Rheingaustraße 19, Friedenau (Schöneberg), Berlin",57.0,2.0,"['Einbauküche', 'Garten', 'Keller']",299000.0,13.321279999999998,52.471030000000006,6.630634752897064,Tempelhof - Schöneberg,Friedenau,4264,1,1,1,1,1,0,0,0,0,1,other,8,2,3,0,0,0,0,0,0,1,22685.692
"Klixstraße 3, Schöneberg (Schöneberg), Berlin",62.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",299000.0,13.350970000000002,52.48904,3.912175333578869,Tempelhof - Schöneberg,Schöneberg,4265,1,1,1,1,1,0,1,0,0,1,Schöneberg (nh),18,2,4,2,0,0,2,0,0,1,25398.185
"Rheingaustraße 19, Friedenau (Schöneberg), Berlin",50.0,2.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",239000.0,13.321279999999998,52.471030000000006,6.630634752897064,Tempelhof - Schöneberg,Friedenau,4266,1,1,1,1,1,0,1,0,0,1,other,8,2,3,0,0,0,0,0,0,1,25092.176
"Helmholtzstraße 25, Charlottenburg (Charlottenburg), Berlin",72.0,2.0,['Balkon/Terrasse'],330000.0,13.32645,52.522,5.6771167534310845,Charlottenburg-Wilm.,Charlottenburg,4267,1,1,1,1,1,0,1,0,0,1,Charlottenburg (nh),12,1,0,3,0,2,0,1,1,0,32604.992
"Klixstraße 3, Schöneberg (Schöneberg), Berlin",145.0,4.5,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",669000.0,13.350970000000002,52.48904,3.912175333578869,Tempelhof - Schöneberg,Schöneberg,4268,1,1,1,1,1,0,1,0,0,1,Schöneberg (nh),18,2,4,2,0,0,2,0,0,1,41325.265
"Klixstraße 3, Schöneberg (Schöneberg), Berlin",118.0,4.0,"['Balkon/Terrasse', 'Keller', 'Gäste-WC']",539000.0,13.350970000000002,52.48904,3.912175333578869,Tempelhof - Schöneberg,Schöneberg,4269,1,1,1,1,1,0,1,0,0,1,Schöneberg (nh),18,2,4,2,0,0,2,0,0,1,39393.671
"Rheingaustraße 19, Friedenau (Schöneberg), Berlin",81.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",379000.0,13.321279999999998,52.471030000000006,6.630634752897064,Tempelhof - Schöneberg,Friedenau,4270,1,1,1,1,1,0,1,0,0,1,other,8,2,3,0,0,0,0,0,0,1,31189.876
"Rheingaustraße 19, Friedenau (Schöneberg), Berlin",92.0,3.0,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",429000.0,13.321279999999998,52.471030000000006,6.630634752897064,Tempelhof - Schöneberg,Friedenau,4271,1,1,1,1,1,0,1,0,0,1,other,8,2,3,0,0,0,0,0,0,1,34105.532
"Rheingaustraße 19, Friedenau (Schöneberg), Berlin",49.0,2.0,"['Einbauküche', 'Keller']",229000.0,13.321279999999998,52.471030000000006,6.630634752897064,Tempelhof - Schöneberg,Friedenau,4272,1,1,1,1,1,0,0,0,0,1,other,8,2,3,0,0,0,0,0,0,1,24538.325
"Mitte (Mitte), Berlin",105.0,4.0,"['Provisionsfrei*', 'Keller']",793394.0,13.387170000000001,52.517959999999995,2.0427312329096674,Mitte,Mitte,4273,1,1,1,1,1,0,0,0,0,1,Mitte (nh),13,8,3,5,0,6,0,0,0,1,47535.646
"Gardeschützenweg 66, Lichterfelde (Steglitz), Berlin",85.0,2.5,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",380761.0,13.30706,52.447030000000005,9.03821733763024,Steglitz - Zehlendorf,Lichterfelde,4274,1,1,1,1,1,0,1,0,0,1,other,1,1,0,0,1,0,1,1,0,0,33644.692
"Gardeschützenweg 66, Lichterfelde (Steglitz), Berlin",109.0,4.0,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",524822.0,13.30706,52.447030000000005,9.03821733763024,Steglitz - Zehlendorf,Lichterfelde,4275,1,1,1,1,1,0,1,0,0,1,other,1,1,0,0,1,0,1,1,0,0,39672.704
"Bölschestraße 30, Friedrichshagen (Köpenick), Berlin",117.0,4.0,"['Keller', 'Gäste-WC']",428000.0,13.625620000000001,52.450880000000005,16.070109920663047,Treptow - Köpenick,Friedrichshagen,4276,1,1,1,1,1,0,0,0,0,1,other,5,1,3,0,1,0,2,1,0,0,31640.6
"Bölschestraße 30, Friedrichshagen (Köpenick), Berlin",116.0,4.0,"['Balkon/Terrasse', 'Keller']",412000.0,13.625620000000001,52.450880000000005,16.070109920663047,Treptow - Köpenick,Friedrichshagen,4277,1,1,1,1,1,0,1,0,0,1,other,5,1,3,0,1,0,2,1,0,0,42806.135
"Bölschestraße 30, Friedrichshagen (Köpenick), Berlin",96.0,3.0,['Keller'],323000.0,13.625620000000001,52.450880000000005,16.070109920663047,Treptow - Köpenick,Friedrichshagen,4278,1,1,1,1,1,0,0,0,0,1,other,5,1,3,0,1,0,2,1,0,0,33131.024
