address,area,rooms,criteria,price
"Friedenau (Schöneberg), Berlin",77 m²,2 Zi.2,['Balkon/Terrasse'],339.000 €
"Koburger Str. 14, Schöneberg (Schöneberg), Berlin","31,6 m²",1 Zi.1,['Keller'],119.000 €
"Nürnberger Strasse 27, Charlottenburg (Charlottenburg), Berlin",77 m²,2 Zi.2,['Provisionsfrei*'],509.000 €
"Nürnberger Strasse 27, Charlottenburg (Charlottenburg), Berlin",73 m²,3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+1']",419.000 €
"Nürnberger Strasse 27, Charlottenburg (Charlottenburg), Berlin",190 m²,6 Zi.6,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+1']",1.199.000 €
"Nürnberger Strasse 27, Charlottenburg (Charlottenburg), Berlin",225 m²,6 Zi.6,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+1']",1.448.000 €
"Nürnberger Strasse 27, Charlottenburg (Charlottenburg), Berlin",112 m²,4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+1']",719.000 €
"Nürnberger Strasse 27, Charlottenburg (Charlottenburg), Berlin",77 m²,3 Zi.3,"['Provisionsfrei*', 'Garten', 'Keller']",509.000 €
"Friedenau (Schöneberg), Berlin","82,11 m²",3 Zi.3,['Balkon/Terrasse'],389.000 €
"Corneliusstraße 3, Tiergarten (Tiergarten), Berlin","118,37 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+3']",1.450.000 €
"Rathenower Straße ., Tiergarten (Tiergarten), Berlin","60,45 m²",2 Zi.2,"['Keller', 'Aufzug']",284.000 €
"Zehlendorf (Zehlendorf), Berlin",92 m²,3 Zi.3,"['Balkon/Terrasse', 'Aufzug']",365.000 €
"Knorrpromenade 8_, Friedrichshain (Friedrichshain), Berlin","149,48 m²",6 Zi.6,"['Balkon/Terrasse', 'Garten', 'Keller']",569.000 €
"Wilmersdorf (Wilmersdorf), Berlin",59 m²,2 Zi.2,"['Einbauküche', 'Keller']",229.000 €
"Charlottenburg (Charlottenburg), Berlin","113,25 m²",3 Zi.3,['Balkon/Terrasse'],899.000 €
"Steglitz (Steglitz), Berlin",156 m²,5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",750.000 €
"Cuvrystrasse 32, Kreuzberg (Kreuzberg), Berlin","75,59 m²",3 Zi.3,['Keller'],390.000 €
"Rostockerstraße 39, Tiergarten (Tiergarten), Berlin",81 m²,3 Zi.3,['Keller'],291.600 €
"Wilmersdorf (Wilmersdorf), Berlin",143 m²,3 Zi.3,"['Einbauküche', 'Keller']",639.000 €
"Friedrichshain (Friedrichshain), Berlin","56,49 m²",2 Zi.2,['Balkon/Terrasse'],169.000 €
"Lichterfelde (Steglitz), Berlin",50 m²,1 Zi.1,,199.000 €
"Dahlem (Zehlendorf), Berlin","110,89 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+1']",752.000 €
"Nikolassee (Zehlendorf), Berlin",210 m²,4 Zi.4,"['Einbauküche', 'Garten', 'Aufzug']",1.700.000 €
"Stephanstr. 31, Steglitz (Steglitz), Berlin","82,86 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",356.298 €
"Stephanstr. 31, Steglitz (Steglitz), Berlin","95,78 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",478.900 €
"Stephanstr. 31, Steglitz (Steglitz), Berlin","96,74 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",483.650 €
"Stephanstr. 31, Steglitz (Steglitz), Berlin","95,75 m²",4 Zi.4,"['Balkon/Terrasse', 'Keller']",478.750 €
"Stephanstr. 31, Steglitz (Steglitz), Berlin","90,85 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",422.452 €
"Stephanstr. 31, Steglitz (Steglitz), Berlin","92,06 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",428.079 €
"Tiergarten (Tiergarten), Berlin",62 m²,2 Zi.2,"['Einbauküche', 'Aufzug']",269.000 €
"Alt Moabit 73/73a, Tiergarten (Tiergarten), Berlin",88 m²,3 Zi.3,['Balkon/Terrasse'],429.000 €
"Büdnerring 44, Reinickendorf (Reinickendorf), Berlin",61 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",195.000 €
"Friedrichshain (Friedrichshain), Berlin",62 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",372.000 €
"Neukölln (Neukölln), Berlin","64,86 m²","2,5 Zi.2,5",['Provisionsfrei*'],207.040 €
"Neukölln (Neukölln), Berlin","56,4 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",180.030 €
"Neukölln (Neukölln), Berlin","60,44 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",199.700 €
"Neukölln (Neukölln), Berlin","69,35 m²","2,5 Zi.2,5","['Provisionsfrei*', 'Balkon/Terrasse']",225.250 €
"Neukölln (Neukölln), Berlin","61,41 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",223.540 €
"Neukölln (Neukölln), Berlin","68,94 m²","2,5 Zi.2,5","['Provisionsfrei*', 'Balkon/Terrasse']",220.060 €
"Neukölln (Neukölln), Berlin","63,87 m²","2,5 Zi.2,5",['Provisionsfrei*'],211.030 €
"Neukölln (Neukölln), Berlin","56,4 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",180.030 €
"Neukölln (Neukölln), Berlin","60,44 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",199.700 €
"Neukölln (Neukölln), Berlin","69,35 m²","2,5 Zi.2,5","['Provisionsfrei*', 'Balkon/Terrasse']",225.250 €
"Neukölln (Neukölln), Berlin","61,41 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",223.540 €
"Neukölln (Neukölln), Berlin","68,94 m²","2,5 Zi.2,5","['Provisionsfrei*', 'Balkon/Terrasse']",220.060 €
"Friedrichshain (Friedrichshain), Berlin",89 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller']",534.000 €
"Steglitz (Steglitz), Berlin","67,34 m²",2 Zi.2,['Balkon/Terrasse'],279.000 €
"Habsburgerstr. 8, Schöneberg (Schöneberg), Berlin","170,45 m²",5 Zi.5,['Aufzug'],679.000 €
"Britz (Neukölln), Berlin","73,56 m²","2,5 Zi.2,5","['Balkon/Terrasse', 'Einbauküche', 'Keller']",265.000 €
"Raumerstraße 8, Prenzlauer Berg (Prenzlauer Berg), Berlin",98 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",630.000 €
"Boxhagener Straße 51, Friedrichshain (Friedrichshain), Berlin",57 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",280.000 €
"Schöneberg (Schöneberg), Berlin","62,24 m²",2 Zi.2,,299.000 €
"Charlottenburg (Charlottenburg), Berlin",80 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",325.000 €
"Friedenau (Schöneberg), Berlin","52,18 m²",2 Zi.2,['Balkon/Terrasse'],239.000 €
"Wilmersdorf (Wilmersdorf), Berlin","145,96 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",765.000 €
"Friedenau (Schöneberg), Berlin",248 m²,8 Zi.8,"['Balkon/Terrasse', 'Keller', 'Gäste-WC']",898.000 €
"Scharnweberstraße ., Friedrichshain (Friedrichshain), Berlin","52,91 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",331.800 €
"Lichtenberg (Lichtenberg), Berlin",64 m²,2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",248.000 €
"Bernauer Straße 121, Tegel (Reinickendorf), Berlin",64 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",219.000 €
"Kastanienallee 22, Charlottenburg (Charlottenburg), Berlin",94 m²,2 Zi.2,['Keller'],379.500 €
"Lindenstraße 26, Kreuzberg (Kreuzberg), Berlin",85 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",320.000 €
"Bernauer Straße 119, Tegel (Reinickendorf), Berlin",54 m²,2 Zi.2,"['Einbauküche', 'Keller']",189.500 €
"Friedenau (Schöneberg), Berlin",82 m²,3 Zi.3,['Balkon/Terrasse'],389.000 €
"Tegel (Reinickendorf), Berlin","64,12 m²",2 Zi.2,['Balkon/Terrasse'],179.000 €
"Schwabstraße 12, Reinickendorf (Reinickendorf), Berlin",42 m²,1 Zi.1,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",110.000 €
"Wilmersdorf (Wilmersdorf), Berlin","40,41 m²",1 Zi.1,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",194.000 €
"Wilmersdorf (Wilmersdorf), Berlin","39,65 m²",1 Zi.1,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",194.000 €
"Schliemannstraße 42, Prenzlauer Berg (Prenzlauer Berg), Berlin",140 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",999.500 €
"Haakzeile 6, Spandau (Spandau), Berlin",65 m²,2 Zi.2,['Balkon/Terrasse'],149.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","127,9 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+4']",1.295.000 €
"Neukölln (Neukölln), Berlin","68,86 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",299.000 €
"Douglasstraße 24, Grunewald (Wilmersdorf), Berlin","164,6 m²",4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",1.476.800 €
"Ebertystraße 54, Friedrichshain (Friedrichshain), Berlin","284,64 m²",6 Zi.6,"['Balkon/Terrasse', 'Aufzug']",500.000 €
"Knorrpromenade 8, Friedrichshain (Friedrichshain), Berlin","149,48 m²",6 Zi.6,['Balkon/Terrasse'],569.000 €
"Wundtstraße 24, Charlottenburg (Charlottenburg), Berlin","113,65 m²",3 Zi.3,['Balkon/Terrasse'],499.000 €
"Wundtstraße 24, Charlottenburg (Charlottenburg), Berlin","167,2 m²",5 Zi.5,"['Balkon/Terrasse', 'Gäste-WC']",779.000 €
"Klixstr. 3, Schöneberg (Schöneberg), Berlin","148,75 m²","4,5 Zi.4,5","['Balkon/Terrasse', 'Gäste-WC']",669.000 €
"Hohenstaufenstr. 4, Schöneberg (Schöneberg), Berlin","125,91 m²",4 Zi.4,['Balkon/Terrasse'],419.000 €
"Kiefholzstraße 256, Baumschulenweg (Treptow), Berlin","37,73 m²",1 Zi.1,,110.000 €
"Freisinger Straße 9, Schöneberg (Schöneberg), Berlin",99 m²,3 Zi.3,"['Keller', 'Aufzug']",750.000 €
"Hohenstaufenstr. 4, Schöneberg (Schöneberg), Berlin","128,03 m²",4 Zi.4,['Balkon/Terrasse'],469.000 €
"Charlottenburg (Charlottenburg), Berlin","60,73 m²",2 Zi.2,"['Einbauküche', 'Keller', 'Aufzug']",394.745 €
"Schöneberg (Schöneberg), Berlin","66,86 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",270.000 €
"Schöneberg (Schöneberg), Berlin","54,43 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",234.000 €
"Kurfürstenstr. 37, Lankwitz (Steglitz), Berlin",45 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",140.000 €
"Boxhagener Straße 51, Friedrichshain (Friedrichshain), Berlin",60 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",325.000 €
"Stephanstr. 50, Tiergarten (Tiergarten), Berlin","26,58 m²",1 Zi.1,['Keller'],99.000 €
"Mitte (Mitte), Berlin","148,77 m²",4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",1.970.000 €
"Am Tierpark 49, Friedrichsfelde (Lichtenberg), Berlin","65,53 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",270.000 €
"Treptow (Treptow), Berlin","62,62 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",209.000 €
"Karlshorst (Lichtenberg), Berlin","84,72 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche']",286.000 €
"Friedrichshain (Friedrichshain), Berlin","75,1 m²","2,5 Zi.2,5","['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",515.000 €
"Charlottenburg (Charlottenburg), Berlin",260 m²,"5,5 Zi.5,5","['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",1.460.000 €
"Tiergarten (Tiergarten), Berlin",106 m²,3 Zi.3,,359.000 €
"Neukölln (Neukölln), Berlin","41,6 m²",1 Zi.1,"['Balkon/Terrasse', 'Keller']",138.000 €
"Britz (Neukölln), Berlin","63,9 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",230.000 €
"Karolinenstr. 1d, Tegel (Reinickendorf), Berlin",62 m²,2 Zi.2,['Balkon/Terrasse'],179.000 €
"Steglitz (Steglitz), Berlin","57,63 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",164.246 €
"Corinthstraße 43, Friedrichshain (Friedrichshain), Berlin","96,61 m²",3 Zi.3,,359.000 €
"Wundtstraße 24, Charlottenburg (Charlottenburg), Berlin","116,15 m²",4 Zi.4,['Balkon/Terrasse'],489.000 €
"Wundtstraße 24, Charlottenburg (Charlottenburg), Berlin","82,1 m²",3 Zi.3,['Balkon/Terrasse'],369.000 €
"Pölnitzweg 126, Buch (Pankow), Berlin","75,38 m²",2 Zi.2,"['Balkon/Terrasse', 'Garten', 'Keller', '+1']",180.000 €
"Karlshorst (Lichtenberg), Berlin","56,8 m²",2 Zi.2,['Einbauküche'],169.000 €
"Tiergarten (Tiergarten), Berlin",166 m²,2 Zi.2,"['Einbauküche', 'Keller', 'Gäste-WC', '+1']",1.135.000 €
"Friedrichshain (Friedrichshain), Berlin","72,84 m²",2 Zi.2,"['Balkon/Terrasse', 'Aufzug']",349.000 €
"Neukölln (Neukölln), Berlin","63,87 m²","2,5 Zi.2,5",['Provisionsfrei*'],211.030 €
"Neukölln (Neukölln), Berlin","60,94 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",202.850 €
"Neukölln (Neukölln), Berlin","66,93 m²","2,5 Zi.2,5","['Provisionsfrei*', 'Balkon/Terrasse']",209.900 €
"Neukölln (Neukölln), Berlin","66,93 m²","2,5 Zi.2,5","['Provisionsfrei*', 'Balkon/Terrasse']",209.900 €
"Neukölln (Neukölln), Berlin","64,86 m²","2,5 Zi.2,5",['Provisionsfrei*'],207.040 €
"Neukölln (Neukölln), Berlin","60,94 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",202.850 €
"Karolinenstraße 1d, Tegel (Reinickendorf), Berlin","56,97 m²",2 Zi.2,['Balkon/Terrasse'],169.000 €
"Grunewald (Wilmersdorf), Berlin",260 m²,7 Zi.7,,1.600.000 €
"Kreuzberg (Kreuzberg), Berlin","46,54 m²",1 Zi.1,,184.000 €
"Weißenburger Straße 19, Spandau (Spandau), Berlin",94 m²,4 Zi.4,"['Balkon/Terrasse', 'Keller']",293.666 €
"Lankwitz (Steglitz), Berlin","43,16 m²",2 Zi.2,"['Balkon/Terrasse', 'Garten', 'Keller', '+2']",225.500 €
"Fehrbelliner Str. 40/41, Mitte (Mitte), Berlin","72,47 m²",2 Zi.2,['Balkon/Terrasse'],470.000 €
"Friedrichshain (Friedrichshain), Berlin",97 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+4']",780.000 €
"Tempelhof (Tempelhof), Berlin","58,42 m²","2,5 Zi.2,5","['Balkon/Terrasse', 'Einbauküche', 'Keller']",229.000 €
"Kreuzberg (Kreuzberg), Berlin",110 m²,3 Zi.3,,680.000 €
"Stendaler Straße 10, Tiergarten (Tiergarten), Berlin","74,87 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",269.900 €
"Herrfurthplatz 4, Neukölln (Neukölln), Berlin","69,41 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",249.876 €
"Charlottenburg (Charlottenburg), Berlin","105,68 m²",2 Zi.2,,685.000 €
"Charlottenburg (Charlottenburg), Berlin","127,09 m²",3 Zi.3,,825.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",63 m²,2 Zi.2,,385.000 €
"Französisch Buchholz (Pankow), Berlin","151,14 m²",4 Zi.4,"['Balkon/Terrasse', 'Keller', 'Gäste-WC']",595.000 €
"Pankow (Pankow), Berlin","79,90 - 137,90 m²",Ende 2021,,486.600 - 896.350 €
"Rehfeldtstr. 8a, Grünau (Köpenick), Berlin","87,36 m²",4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",525.000 €
"Buckow (Neukölln), Berlin",67 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",225.000 €
"Charlottenburg (Charlottenburg), Berlin",50 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",225.000 €
"Tiergarten (Tiergarten), Berlin",120 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Aufzug', '+1']",1.260.000 €
"Konrad-Wolf-Strasse 77, Alt-Hohenschönhausen (Hohenschönhausen), Berlin",85 m²,3 Zi.3,['Balkon/Terrasse'],199.900 €
"Weißensee (Weißensee), Berlin",67 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",365.000 €
"Grunewald (Wilmersdorf), Berlin",37 m²,1 Zi.1,"['Balkon/Terrasse', 'Keller', 'Aufzug']",149.999 €
"Im Dol 17, Dahlem (Zehlendorf), Berlin","284,00 - 413,00 m²",Q4 2020,,4.350.000 - 5.750.000 €
"Ziekowstraße 79-85, Wittenau (Reinickendorf), Berlin","70,00 - 135,00 m²",Ende 2020,,289.089 - 600.525 €
"Charlottenburg (Charlottenburg), Berlin",123 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",695.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",165 m²,3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+3']",1.471.000 €
"Wedding (Wedding), Berlin",75 m²,3 Zi.3,['Balkon/Terrasse'],330.000 €
"Friedrichshain (Friedrichshain), Berlin",57 m²,2 Zi.2,"['Einbauküche', 'Keller']",289.000 €
"Münchenerstr 14a, Schöneberg (Schöneberg), Berlin",40 m²,1 Zi.1,"['Einbauküche', 'Garten', 'Keller']",150.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","32,72 m²",1 Zi.1,,180.000 €
"Köpenick (Köpenick), Berlin","70,82 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']","222.481,03 €"
"Köpenick (Köpenick), Berlin","48,39 m²","1,5 Zi.1,5","['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']","152.017,19 €"
"Köpenick (Köpenick), Berlin","48,39 m²","1,5 Zi.1,5","['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']","149.525,10 €"
"Köpenick (Köpenick), Berlin","51,38 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']","158.764,20 €"
"Prenzlauer Berg (Prenzlauer Berg), Berlin",120 m²,4 Zi.4,"['Balkon/Terrasse', 'Keller', 'Aufzug']",792.000 €
"Silbersteinstraße 82, Neukölln (Neukölln), Berlin","51,87 m²",2 Zi.2,,207.500 €
"Blohmstraße 40, Lichtenrade (Tempelhof), Berlin",68 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",211.000 €
"Silbersteinstraße 82, Neukölln (Neukölln), Berlin","103,58 m²",3 Zi.3,,414.500 €
"Seydelstr. 8, Mitte (Mitte), Berlin",121 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+4']",1.450.000 €
"Voltairestr. 3, Mitte (Mitte), Berlin",60 m²,2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+4']",480.000 €
"Friedelstrasse 30, Neukölln (Neukölln), Berlin",62 m²,2 Zi.2,"['Provisionsfrei*', 'Einbauküche']",372.000 €
"Savignyplatz 5, Charlottenburg (Charlottenburg), Berlin",121 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Gäste-WC', '+1']",949.000 €
"Wilmersdorf (Wilmersdorf), Berlin","89,38 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",839.000 €
"Mariendorf (Tempelhof), Berlin",110 m²,4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",480.000 €
"Fehrbelliner Str 27, Mitte (Mitte), Berlin","55,5 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",420.000 €
"Reinickendorf (Reinickendorf), Berlin",60 m²,2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",198.000 €
"Langhansstraße 27A, Weißensee (Weißensee), Berlin",58 m²,2 Zi.2,"['Provisionsfrei*', 'Einbauküche', 'Garten', '+2']",295.000 €
"Mörchinger Straße 117E, Zehlendorf (Zehlendorf), Berlin","59,61 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",250.000 €
"Welserstraße 26, Schöneberg (Schöneberg), Berlin","33,69 m²",1 Zi.1,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",221.000 €
"Wilmersdorf (Wilmersdorf), Berlin",132 m²,"3,5 Zi.3,5","['Balkon/Terrasse', 'Einbauküche', 'Keller', '+3']",995.000 €
"Pankow (Pankow), Berlin",111 m²,3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",498.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","70,08 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",480.000 €
"Sybelstraße 50, Charlottenburg (Charlottenburg), Berlin",146 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+4']",1.193.000 €
"Woelckpromenade 29, Weißensee (Weißensee), Berlin","71,1 m²","2,5 Zi.2,5","['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",299.000 €
"Charlottenburg (Charlottenburg), Berlin","62,8 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",290.000 €
"Flinsberger Platz 3, Schmargendorf (Wilmersdorf), Berlin",63 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",420.000 €
"Ahornallee 6, Charlottenburg (Charlottenburg), Berlin",189 m²,5 Zi.5,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+3']",950.000 €
"Emserstr. 11, Wilmersdorf (Wilmersdorf), Berlin","49,63 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']",283.000 €
"Görlitzer Straße 34 Kreuzberg, Kreuzberg (Kreuzberg), Berlin",45 m²,2 Zi.2,"['Provisionsfrei*', 'Einbauküche', 'Garten', '+1']",236.250 €
"Thorwaldsenstraße 28, Steglitz (Steglitz), Berlin","58,45 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",195.000 €
"Öschelbronner Weg 22, Lübars (Reinickendorf), Berlin",60 m²,2 Zi.2,"['Provisionsfrei*', 'Einbauküche', 'Garten']",330.000 €
"Wedding (Wedding), Berlin","56,5 m²",2 Zi.2,,165.000 €
"Mimosenweg 11, Rudow (Neukölln), Berlin","80,84 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",242.000 €
"Haupstr. 48-52, Rosenthal (Pankow), Berlin",54 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",164.500 €
"Spandau (Spandau), Berlin",50 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",145.000 €
"Tiergarten (Tiergarten), Berlin",185 m²,6 Zi.6,"['Balkon/Terrasse', 'Garten', 'Keller', '+2']",1.645.000 €
"Schönhauserallee 27, Prenzlauer Berg (Prenzlauer Berg), Berlin","69,63 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",445.632 €
"Sonnenburger Straße 55, Prenzlauer Berg (Prenzlauer Berg), Berlin","67,45 m²",2 Zi.2,['Keller'],299.000 €
"Choriner Strasse 54, Prenzlauer Berg (Prenzlauer Berg), Berlin","87,96 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+3']",879.600 €
"Hildburghauser Str. 200, Lichterfelde (Steglitz), Berlin",51 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",215.000 €
"Lichterfelde (Steglitz), Berlin",125 m²,2 Zi.2,"['Einbauküche', 'Aufzug', 'Stufenlos']",620.000 €
"Friedrichshain (Friedrichshain), Berlin",57 m²,2 Zi.2,"['Keller', 'Aufzug']",250.000 €
"Charlottenburg (Charlottenburg), Berlin","46,94 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",154.500 €
"Bismarckstraße 88, Charlottenburg (Charlottenburg), Berlin",85 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",394.250 €
"Grolmanstrasse 21, Charlottenburg (Charlottenburg), Berlin",125 m²,3 Zi.3,"['Provisionsfrei*', 'Einbauküche', 'Keller', '+1']",1.062.500 €
"Spandau (Spandau), Berlin",71 m²,3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",209.000 €
"Mühlenstraße 60, Friedrichshain (Friedrichshain), Berlin",90 m²,2 Zi.2,"['Einbauküche', 'Gäste-WC', 'Aufzug', '+1']",998.500 €
"Wilmersdorf (Wilmersdorf), Berlin","31,7 m²",1 Zi.1,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",199.000 €
"Friedrichshagen (Köpenick), Berlin",102 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",425.000 €
"Charlottenburg (Charlottenburg), Berlin",55 m²,2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+1']",299.000 €
"Prinz-Eugen-Straße 18, Wedding (Wedding), Berlin","40,32 m²",1 Zi.1,"['Provisionsfrei*', 'Einbauküche', 'Keller']",180.000 €
"Tiergarten (Tiergarten), Berlin","50,78 m²",2 Zi.2,"['Balkon/Terrasse', 'Garten', 'Keller']",298.000 €
"Lietzenburger Straße 101, Wilmersdorf (Wilmersdorf), Berlin",205 m²,4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+5']",1.750.000 €
"Heilbronner Straße 9, Wilmersdorf (Wilmersdorf), Berlin",118 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+3']",1.395.000 €
"Rosenthal (Pankow), Berlin","85,28 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",289.000 €
"Schöneberg (Schöneberg), Berlin",53 m²,2 Zi.2,"['Einbauküche', 'Keller']",205.000 €
"Alte-Schönhauser-Straße 4, Mitte (Mitte), Berlin",135 m²,4 Zi.4,"['Einbauküche', 'Gäste-WC']",750.000 €
"Wilmersdorf (Wilmersdorf), Berlin","60,51 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",419.000 €
