index,id,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_group_cleansed,latitude,longitude,accommodates,bed_type,price,cleaning_fee,guests_included,extra_people,review_scores_rating,instant_bookable,cancellation_policy,moderate,strict,private,size,stairless,luggage_dropoff,balcony,elevator,distance,loc
7105,12100221,0,0,Mitte,Mitte,52.52834,13.39409,4,1,80,40,2,20,92.0,1,moderate,1,0,1,60,0,0,0,0,2.9228475594116072,Mitte (nh)
7106,12101524,0,1,Mitte,Mitte,52.50963,13.39047,2,1,90,80,2,25,100.0,0,flexible,0,0,1,52,0,0,0,1,1.1999747316579532,Mitte (nh)
7109,12105184,1,0,Moabit,Mitte,52.52995,13.3625,2,0,49,20,1,5,96.0,0,moderate,1,0,1,32,0,0,0,0,4.132537997363678,Moabit (nh)
7116,12117451,1,1,Kaulsdorf,Marzahn - Hellersdorf,52.479380000000006,13.56424,4,1,69,0,2,5,97.0,0,moderate,1,0,1,65,1,1,1,0,11.145513067203254,other
7128,12148040,0,0,Schöneberg,Tempelhof - Schöneberg,52.490159999999996,13.3601,1,0,29,19,1,20,92.0,0,flexible,0,0,0,190,0,0,1,0,3.296944094109857,Schöneberg (nh)
7129,12148162,0,1,Mitte,Mitte,52.52956,13.401929999999998,2,0,55,0,1,0,98.0,0,moderate,1,0,0,10,0,0,1,0,2.981659433498863,Mitte (nh)
7138,12162808,0,1,Wilmersdorf,Charlottenburg-Wilm.,52.49738000000001,13.3308,3,0,79,40,1,0,91.0,0,strict,0,1,1,20,0,0,0,1,5.002665760136414,Wilmersdorf (nh)
7147,12187362,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.50145,13.43909,2,1,120,45,1,0,98.0,0,moderate,1,0,1,100,0,0,0,1,2.368287734176088,Kreuzberg (nh)
7162,12222364,0,0,Prenzlauer Berg,Pankow,52.55171,13.41704,2,1,48,0,1,0,96.0,0,flexible,0,0,0,40,0,0,0,0,5.509996640722295,Prenzlauer Berg (nh)
7164,12224523,1,1,Mitte,Mitte,52.537209999999995,13.379560000000001,2,1,90,25,1,0,98.0,0,strict,0,1,1,60,0,1,0,0,4.174882492103341,Mitte (nh)
7168,12235017,1,1,Wedding,Mitte,52.55319,13.372179999999998,2,1,40,10,2,10,100.0,0,moderate,1,0,0,16,0,0,0,0,6.008582209883752,Wedding (nh)
7171,12237763,0,0,Wilmersdorf,Charlottenburg-Wilm.,52.49551999999999,13.31143,2,1,45,30,1,0,98.0,1,flexible,0,0,0,90,0,0,1,1,6.329501872510969,Wilmersdorf (nh)
7177,12240781,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.4939,13.434470000000001,3,1,44,20,1,20,89.0,0,strict,0,1,0,149,0,0,0,0,2.2764202753788263,Kreuzberg (nh)
7185,12262629,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49905,13.424629999999999,2,1,115,48,1,0,97.0,0,strict,0,1,1,70,0,1,0,0,1.445706780016825,Kreuzberg (nh)
7200,12310376,0,0,Prenzlauer Berg,Pankow,52.531369999999995,13.43128,2,1,70,0,1,0,99.0,0,flexible,0,0,0,22,0,0,0,0,3.6703520858863903,Prenzlauer Berg (nh)
7203,12319085,1,0,Mitte,Mitte,52.53333000000001,13.393310000000001,3,1,80,59,1,0,100.0,1,strict,0,1,1,16,0,0,1,1,3.4755782031955187,Mitte (nh)
7223,12357350,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.4982,13.4636,4,1,87,0,1,0,98.0,1,moderate,1,0,0,12,1,1,1,0,4.054955374487256,Friedrichshain (nh)
7224,12360371,0,0,Wedding,Mitte,52.555,13.38475,3,0,120,0,1,0,94.0,0,strict,0,1,1,50,0,0,0,0,5.953360110818014,Wedding (nh)
7225,12360912,0,1,Wedding,Mitte,52.559569999999994,13.37425,6,1,49,15,1,6,92.0,0,strict,0,1,1,60,0,0,0,0,6.63117032719332,Wedding (nh)
7230,12374785,0,1,Weißensee,Pankow,52.55704,13.431120000000002,3,1,65,10,2,0,95.0,0,moderate,1,0,1,80,0,0,0,1,6.302850917197311,other
7231,12375222,1,1,Mitte,Mitte,52.5075,13.416920000000001,6,1,95,65,2,20,99.0,1,strict,0,1,1,75,0,0,0,1,1.0100310905255685,Mitte (nh)
7235,12392274,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.50258,13.416129999999999,1,0,78,0,1,0,96.0,0,flexible,0,0,0,25,0,0,0,0,0.8098437419102988,Kreuzberg (nh)
7246,12406900,1,1,Mitte,Mitte,52.512280000000004,13.40355,6,1,130,95,2,20,98.0,0,strict,0,1,1,97,0,0,0,0,1.057186380943875,Mitte (nh)
7251,12424003,1,0,Friedrichshain,Friedrichshain-Kreuzberg,52.513999999999996,13.447289999999999,2,1,54,19,2,0,98.0,0,strict,0,1,0,100,0,0,0,0,3.173790941126548,Friedrichshain (nh)
7266,12488930,1,1,Moabit,Mitte,52.526019999999995,13.35106,2,0,49,40,1,0,95.0,0,moderate,1,0,1,30,0,0,0,0,4.426523879930693,Moabit (nh)
7279,12541540,1,1,Kreuzberg,Friedrichshain-Kreuzberg,52.49423,13.397960000000001,4,1,60,10,1,10,99.0,0,moderate,1,0,1,36,0,1,0,0,1.0395102600166557,Kreuzberg (nh)
7286,12561700,1,1,Mitte,Mitte,52.52718,13.41278,2,1,69,25,1,35,98.0,0,moderate,1,0,0,160,0,0,1,1,2.7750112245427254,Mitte (nh)
7287,12563142,1,1,Friedrichshain,Friedrichshain-Kreuzberg,52.52313,13.44769,2,1,80,35,2,10,99.0,0,moderate,1,0,0,85,0,0,1,1,3.7139883926286408,Friedrichshain (nh)
7292,12587840,0,1,Mitte,Mitte,52.512480000000004,13.40726,3,1,95,0,2,35,95.0,1,strict,0,1,0,50,0,0,0,1,1.0986794920074185,Mitte (nh)
7293,12597398,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.495509999999996,13.39778,2,1,45,15,1,10,96.0,0,moderate,1,0,0,130,0,0,0,0,0.9168402207191791,Kreuzberg (nh)
7296,12605374,0,1,Potsdamer Platz,Friedrichshain-Kreuzberg,52.506280000000004,13.37711,2,1,60,13,1,15,94.0,1,strict,0,1,0,143,0,0,0,1,1.8724294034855091,Mitte
7297,12617622,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.50974,13.463370000000001,2,1,66,50,1,15,90.0,1,moderate,1,0,1,70,0,0,0,0,4.080810910091622,Friedrichshain (nh)
7299,12622170,0,1,Neukölln,Neukölln,52.46679,13.4393,1,1,23,10,1,0,93.0,0,flexible,0,0,1,28,0,0,0,0,4.655541160805118,Neukölln (nh)
7308,12640741,0,0,Tempelhof,Tempelhof - Schöneberg,52.4818,13.37541,2,0,26,0,1,0,99.0,1,moderate,1,0,0,40,0,1,0,0,3.038693725042052,other
7313,12663936,0,0,Schöneberg,Tempelhof - Schöneberg,52.496719999999996,13.346929999999999,5,1,55,0,2,10,93.0,0,moderate,1,0,0,28,0,1,0,0,3.9328280123210573,Schöneberg (nh)
7315,12667835,0,0,Schöneberg,Tempelhof - Schöneberg,52.49671,13.34715,6,1,49,0,2,10,92.0,0,moderate,1,0,0,28,0,0,1,0,3.9183487169019857,Schöneberg (nh)
7321,12691454,0,0,Prenzlauer Berg,Pankow,52.53221,13.41717,2,1,40,35,1,0,91.0,0,strict,0,1,1,12,0,0,0,0,3.3886322590010183,Prenzlauer Berg (nh)
7336,12724627,0,1,Schöneberg,Tempelhof - Schöneberg,52.497409999999995,13.350060000000001,2,1,36,0,1,0,96.0,0,moderate,1,0,0,15,0,0,0,0,3.7111200295219633,Schöneberg (nh)
7338,12728215,0,1,Lichtenberg,Lichtenberg,52.51124,13.49325,2,0,33,25,1,20,90.0,1,moderate,1,0,1,35,1,0,0,1,6.101926039327208,Lichtenberg
7340,12730657,1,0,Britz,Neukölln,52.44505,13.43266,2,1,25,25,2,5,98.0,0,moderate,1,0,0,20,0,1,0,0,6.7030538449964086,other
7345,12748017,0,0,Schöneberg,Tempelhof - Schöneberg,52.498580000000004,13.345189999999999,6,1,45,0,2,10,91.0,0,moderate,1,0,0,28,0,0,1,0,4.019592392077314,Schöneberg (nh)
7347,12749363,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.49856,13.44004,1,1,60,0,1,0,94.0,0,flexible,0,0,0,90,0,0,0,0,2.4729762888762283,Kreuzberg (nh)
7355,12787358,1,1,Kreuzberg,Friedrichshain-Kreuzberg,52.49381999999999,13.41275,2,1,62,40,1,15,99.0,0,moderate,1,0,0,72,0,0,0,0,1.1532449835041931,Kreuzberg (nh)
7356,12787537,1,0,Neukölln,Neukölln,52.47871,13.4465,2,1,50,20,1,10,99.0,0,moderate,1,0,1,35,1,1,1,0,3.9213874993178774,Neukölln (nh)
7359,12794422,1,0,Charlottenburg,Charlottenburg-Wilm.,52.503640000000004,13.33748,2,1,110,60,1,15,100.0,0,strict,0,1,1,100,0,0,0,1,4.515014369579406,Charlottenburg (nh)
7362,12800635,0,1,Französisch Buchholz,Pankow,52.608219999999996,13.43171,3,1,50,20,2,15,98.0,0,moderate,1,0,1,60,0,1,0,0,11.871323054495862,other
7367,12827776,0,0,Neukölln,Neukölln,52.481030000000004,13.4323,2,1,50,24,1,10,98.0,1,moderate,1,0,0,140,0,0,0,0,3.078352226112898,Neukölln (nh)
7375,12860000,0,0,Charlottenburg,Charlottenburg-Wilm.,52.515609999999995,13.294310000000001,2,1,35,10,1,15,99.0,0,moderate,1,0,0,17,0,0,0,0,7.570641925567331,Charlottenburg (nh)
7381,12875272,0,0,Mitte,Mitte,52.524359999999994,13.41099,9,1,70,60,4,30,95.0,0,strict,0,1,1,110,0,0,0,0,2.443568096218176,Mitte (nh)
7388,12908712,0,1,Wedding,Mitte,52.54834,13.3455,2,1,45,20,2,20,99.0,0,flexible,0,0,0,20,0,0,0,0,6.435751150153674,Wedding (nh)
7410,12959812,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49895,13.41699,2,1,30,20,1,15,89.0,0,strict,0,1,0,16,0,0,0,1,0.9666552432441613,Kreuzberg (nh)
7416,12967814,1,0,Moabit,Mitte,52.52319,13.352170000000001,2,1,80,16,2,0,100.0,1,moderate,1,0,0,20,0,1,1,0,4.187277845991282,Moabit (nh)
7424,12983085,1,0,Prenzlauer Berg,Pankow,52.53314,13.421529999999999,3,1,80,0,2,10,100.0,1,strict,0,1,0,20,0,0,1,0,3.574404054022217,Prenzlauer Berg (nh)
7434,13010994,1,0,Neukölln,Neukölln,52.4895,13.42815,2,1,50,20,1,20,97.0,0,strict,0,1,0,50,0,0,0,0,2.1945197300115424,Neukölln (nh)
7435,13011494,1,0,Neukölln,Neukölln,52.492309999999996,13.427220000000002,1,1,40,20,1,10,100.0,0,moderate,1,0,0,60,0,0,0,0,1.946830415723047,Neukölln (nh)
7446,13044693,0,1,Mitte,Mitte,52.53736,13.40184,2,1,59,45,2,20,91.0,0,moderate,1,0,0,150,0,1,1,0,3.8483564045952163,Mitte (nh)
7449,13051184,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.50745,13.456479999999999,2,1,65,5,1,15,98.0,0,strict,0,1,0,40,0,0,0,0,3.5783970459759185,Friedrichshain (nh)
7450,13051894,0,0,Charlottenburg,Charlottenburg-Wilm.,52.508990000000004,13.2939,2,1,35,0,1,25,100.0,0,flexible,0,0,0,25,1,1,0,0,7.495193450584645,Charlottenburg (nh)
7472,13086696,1,0,Friedrichshain,Friedrichshain-Kreuzberg,52.519740000000006,13.428529999999999,2,1,30,20,1,12,96.0,0,moderate,1,0,0,17,1,1,0,1,2.504830360181942,Friedrichshain (nh)
7479,13103054,0,0,Rahnsdorf,Treptow - Köpenick,52.442069999999994,13.70856,4,1,75,45,3,5,100.0,1,moderate,1,0,1,60,0,1,1,0,21.69448051100332,other
7490,13120569,0,0,Steglitz,Steglitz - Zehlendorf,52.44712,13.344570000000001,2,1,45,25,1,0,91.0,1,moderate,1,0,1,25,0,0,0,0,7.38918886505705,other
7499,13144683,0,1,Prenzlauer Berg,Pankow,52.545359999999995,13.418,2,1,62,10,2,10,100.0,1,strict,0,1,1,65,0,0,0,0,4.8262524796667545,Prenzlauer Berg (nh)
7507,13160573,1,0,Friedrichshagen,Treptow - Köpenick,52.447309999999995,13.62863,2,1,60,30,1,0,98.0,1,flexible,0,0,1,35,1,1,1,0,16.40619047346781,other
7518,13182959,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.491640000000004,13.393120000000001,2,0,40,0,1,20,97.0,0,moderate,1,0,0,30,0,0,0,0,1.4470550963170137,Kreuzberg (nh)
7526,13194610,0,0,Prenzlauer Berg,Pankow,52.550909999999995,13.41239,2,1,76,40,2,0,83.0,0,strict,0,1,1,40,0,0,0,0,5.380631774910402,Prenzlauer Berg (nh)
7527,13194818,0,0,Prenzlauer Berg,Pankow,52.52826999999999,13.448,2,0,50,0,2,0,98.0,1,flexible,0,0,0,40,0,0,0,0,4.1024311890569525,Prenzlauer Berg (nh)
7553,13243487,1,1,Kreuzberg,Friedrichshain-Kreuzberg,52.4903,13.4157,2,1,50,20,1,15,99.0,1,strict,0,1,0,30,0,0,0,0,1.5921675515211529,Kreuzberg (nh)
7555,13244834,1,0,Mitte,Mitte,52.527280000000005,13.409989999999999,2,1,43,13,1,15,99.0,1,moderate,1,0,0,80,0,0,1,0,2.7525987683354622,Mitte (nh)
7557,13246933,0,0,Wedding,Mitte,52.54339,13.37299,2,1,34,0,1,15,98.0,0,flexible,0,0,0,123,0,0,0,0,4.984069455336116,Wedding (nh)
7565,13258971,0,1,Charlottenburg,Charlottenburg-Wilm.,52.52086,13.30291,3,1,68,65,1,15,98.0,0,strict,0,1,1,120,0,0,0,1,7.141394987366213,Charlottenburg (nh)
7577,13275644,0,0,Wilmersdorf,Charlottenburg-Wilm.,52.49929,13.33482,3,1,90,20,2,10,95.0,0,moderate,1,0,1,80,0,0,1,0,4.71029281346803,Wilmersdorf (nh)
7600,13325827,0,1,Neu-Hohenschönhausen,Lichtenberg,52.55902,13.51276,1,0,16,0,1,0,97.0,0,moderate,1,0,0,100,0,0,0,0,9.646913530342493,Lichtenberg
7603,13332132,1,0,Prenzlauer Berg,Pankow,52.55522,13.410160000000001,2,1,34,20,1,15,97.0,0,moderate,1,0,1,47,0,0,0,0,5.845132091519411,Prenzlauer Berg (nh)
7605,13336061,0,1,Neukölln,Neukölln,52.48202,13.42724,3,1,69,40,2,25,98.0,0,moderate,1,0,1,80,0,1,1,0,2.7871691737792528,Neukölln (nh)
7607,13337532,1,1,Kladow,Spandau,52.4579,13.1474,2,1,22,0,1,10,98.0,0,moderate,1,0,0,12,0,0,0,0,18.090785375542737,other
7610,13343961,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.515409999999996,13.46619,2,1,30,30,1,20,98.0,0,moderate,1,0,0,70,0,0,0,1,4.426061656245231,Friedrichshain (nh)
7617,13364129,1,1,Prenzlauer Berg,Pankow,52.53386999999999,13.43401,2,1,79,50,2,25,97.0,1,strict,0,1,1,60,0,0,1,0,4.003480486814545,Prenzlauer Berg (nh)
7625,13369070,1,0,Mitte,Mitte,52.51008,13.390789999999999,3,1,50,30,2,25,99.0,1,flexible,0,0,0,25,0,1,0,1,1.2161272222726391,Mitte (nh)
7642,13401188,0,0,Heinersdorf,Pankow,52.5652,13.434579999999999,4,1,75,35,2,10,93.0,0,moderate,1,0,1,60,0,0,0,0,7.239164280759412,other
7664,13453422,0,1,Wedding,Mitte,52.5529,13.379760000000001,2,1,24,20,1,5,87.0,1,strict,0,1,0,45,1,0,0,0,5.812589734312767,Wedding (nh)
7671,13459790,0,0,Prenzlauer Berg,Pankow,52.548590000000004,13.409329999999999,2,0,65,10,1,10,93.0,0,flexible,0,0,0,82,0,0,0,0,5.105794150184956,Prenzlauer Berg (nh)
7676,13469199,1,1,Moabit,Mitte,52.541090000000004,13.32891,4,1,75,25,2,30,98.0,0,moderate,1,0,0,140,0,0,0,0,6.638831335458119,Moabit (nh)
7688,13489742,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.523959999999995,13.451529999999998,3,1,55,20,2,10,97.0,1,moderate,1,0,0,98,0,1,1,0,3.9771637825883372,Friedrichshain (nh)
7691,13499862,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.51243,13.448160000000001,4,1,110,40,1,0,100.0,0,moderate,1,0,1,100,0,0,1,1,3.164689944241127,Friedrichshain (nh)
7707,13517903,0,1,Wedding,Mitte,52.551559999999995,13.37863,2,1,32,0,1,15,96.0,0,moderate,1,0,0,26,0,0,0,0,5.6926264427714885,Wedding (nh)
7721,13542344,1,0,Tempelhof,Tempelhof - Schöneberg,52.45536,13.379679999999999,2,1,27,20,1,15,97.0,0,moderate,1,0,0,140,0,1,1,0,5.527562693089025,other
7728,13559199,0,0,Prenzlauer Berg,Pankow,52.53703,13.41738,4,1,90,39,2,20,93.0,1,strict,0,1,1,12,1,0,0,0,3.91190798701368,Prenzlauer Berg (nh)
7732,13570553,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.490730000000006,13.4175,2,1,75,15,1,0,100.0,1,moderate,1,0,1,18,0,0,0,0,1.6154393039999781,Kreuzberg (nh)
7742,13585558,1,1,Friedrichshain,Friedrichshain-Kreuzberg,52.510059999999996,13.4673,2,1,49,25,1,0,98.0,0,moderate,1,0,0,21,1,1,0,1,4.348733103858007,Friedrichshain (nh)
7750,13595571,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.505880000000005,13.46439,2,1,110,20,2,30,95.0,0,moderate,1,0,1,75,0,1,1,0,4.090517038395612,Friedrichshain (nh)
7756,13601845,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.502669999999995,13.41366,4,1,70,30,1,0,100.0,0,strict,0,1,0,116,0,0,1,0,0.6424668547132522,Kreuzberg (nh)
7758,13602242,1,1,Mitte,Mitte,52.52635,13.38676,3,0,99,50,2,30,97.0,0,moderate,1,0,1,25,0,0,0,0,2.8734828709430116,Mitte (nh)
7761,13610789,0,0,Tempelhof,Tempelhof - Schöneberg,52.46273000000001,13.41973,2,1,25,10,1,0,89.0,0,flexible,0,0,0,20,0,0,0,0,4.57631991525293,other
7767,13622371,1,1,Wedding,Mitte,52.54825,13.34539,5,1,24,19,1,19,94.0,0,strict,0,1,0,30,1,0,1,0,6.432476786849281,Wedding (nh)
7773,13637991,1,1,Prenzlauer Berg,Pankow,52.532030000000006,13.40921,2,1,44,30,1,10,98.0,0,moderate,1,0,1,54,0,0,0,0,3.2702862358508935,Prenzlauer Berg (nh)
7793,13667915,0,0,Moabit,Mitte,52.5332,13.33986,4,1,47,45,3,50,87.0,1,moderate,1,0,1,55,0,0,0,0,5.511509816370214,Moabit (nh)
7794,13668880,0,0,Moabit,Mitte,52.53321,13.341270000000002,2,1,60,45,2,0,89.0,1,moderate,1,0,1,55,0,0,0,0,5.437192085143234,Moabit (nh)
7796,13669202,0,0,Moabit,Mitte,52.53134,13.34017,4,1,60,50,2,10,91.0,1,moderate,1,0,1,100,0,0,1,0,5.370197574441361,Moabit (nh)
7799,13672096,0,1,Prenzlauer Berg,Pankow,52.53845,13.42024,4,0,43,15,1,10,93.0,0,strict,0,1,0,20,0,0,0,0,4.112658426112983,Prenzlauer Berg (nh)
7802,13677036,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.496359999999996,13.4165,4,1,90,30,2,15,94.0,0,strict,0,1,1,18,0,1,0,0,1.0982898013109508,Kreuzberg (nh)
7815,13697437,1,1,Friedenau,Tempelhof - Schöneberg,52.475159999999995,13.32593,2,1,25,10,1,11,97.0,0,flexible,0,0,0,130,0,0,1,0,6.123378057374449,other
7827,13711603,1,0,Prenzlauer Berg,Pankow,52.535219999999995,13.43815,4,0,80,50,2,20,99.0,0,moderate,1,0,1,100,0,1,1,0,4.277590391164395,Prenzlauer Berg (nh)
7844,13736022,0,1,Charlottenburg,Charlottenburg-Wilm.,52.50104,13.307229999999999,5,1,70,50,4,15,80.0,1,strict,0,1,1,60,0,0,0,0,6.564558780281937,Charlottenburg (nh)
7850,13739412,0,0,Mitte,Mitte,52.523230000000005,13.400529999999998,2,1,48,0,1,17,96.0,1,strict,0,1,0,100,0,0,0,0,2.2872419792073204,Mitte (nh)
7855,13742979,0,1,Neukölln,Neukölln,52.47065,13.453479999999999,4,1,70,35,1,0,87.0,1,strict,0,1,1,45,0,0,0,0,4.890009361571589,Neukölln (nh)
7867,13757332,0,1,Weißensee,Pankow,52.550290000000004,13.46231,6,1,60,50,4,15,77.0,1,strict,0,1,1,75,0,0,0,0,6.586260120151656,other
7868,13759499,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.52214,13.45509,2,1,30,0,1,25,96.0,1,flexible,0,0,0,53,0,1,0,0,4.063034083828392,Friedrichshain (nh)
7879,13767734,0,1,Neukölln,Neukölln,52.47019,13.455010000000001,4,1,80,35,1,0,91.0,1,moderate,1,0,1,45,0,0,0,0,4.998295243596122,Neukölln (nh)
7883,13773121,0,0,Friedenau,Tempelhof - Schöneberg,52.471019999999996,13.3245,2,1,42,10,1,0,92.0,1,strict,0,1,0,24,0,0,1,0,6.447734065463135,other
7895,13787199,0,1,Moabit,Mitte,52.51914,13.332360000000001,1,1,29,20,1,15,95.0,0,moderate,1,0,0,65,0,1,1,0,5.189025148111474,Moabit (nh)
7898,13791452,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.48913,13.3751,2,0,45,35,1,0,99.0,0,moderate,1,0,0,40,0,1,0,1,2.4852862901773434,Kreuzberg (nh)
7911,13798726,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.511230000000005,13.452020000000001,2,1,50,0,1,15,97.0,0,moderate,1,0,0,25,0,0,0,0,3.3720619521199824,Friedrichshain (nh)
7918,13812209,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.497659999999996,13.46505,6,1,70,0,2,15,89.0,1,moderate,1,0,1,60,0,0,0,0,4.160164041371503,Friedrichshain (nh)
7921,13823292,1,1,Rummelsburg,Lichtenberg,52.50079,13.49042,2,1,32,0,1,5,98.0,0,flexible,0,0,0,120,0,1,1,0,5.842327300225235,Lichtenberg
7933,13852123,0,0,Niederschönhausen,Pankow,52.5899,13.40443,5,1,79,35,2,15,98.0,0,moderate,1,0,1,74,0,1,0,0,9.68733164775527,other
7944,13870457,0,1,Mitte,Mitte,52.53398000000001,13.395420000000001,4,0,55,40,1,10,97.0,0,moderate,1,0,1,50,0,0,0,0,3.5194422812734647,Mitte (nh)
7948,13872278,1,0,Westend,Charlottenburg-Wilm.,52.515969999999996,13.2667,4,1,100,40,4,0,100.0,0,strict,0,1,1,56,0,0,1,0,9.418431203508632,other
7952,13877081,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49471,13.41109,2,1,130,30,1,0,100.0,0,strict,0,1,1,75,0,0,0,0,1.0122549451492089,Kreuzberg (nh)
7958,13880858,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49304,13.381670000000002,2,1,30,10,1,0,98.0,0,moderate,1,0,0,20,0,0,0,1,1.8689272683871034,Kreuzberg (nh)
7973,13902122,1,0,Wedding,Mitte,52.548840000000006,13.348460000000001,1,1,24,0,1,0,98.0,0,moderate,1,0,0,12,0,0,1,1,6.35889968498729,Wedding (nh)
7975,13907601,1,1,Neukölln,Neukölln,52.48331999999999,13.42167,2,1,32,18,1,14,97.0,0,moderate,1,0,0,14,0,0,1,0,2.46697967604449,Neukölln (nh)
7979,13910233,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.49208,13.439779999999999,2,1,50,0,1,0,96.0,0,moderate,1,0,1,50,0,0,0,0,2.6882555476011567,Kreuzberg (nh)
7987,13924948,0,1,Prenzlauer Berg,Pankow,52.54246,13.42358,2,0,26,0,1,0,98.0,0,moderate,1,0,0,30,0,0,0,0,4.603500597367312,Prenzlauer Berg (nh)
7988,13926919,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.51619,13.45992,2,0,30,25,1,7,97.0,0,strict,0,1,0,25,0,0,1,1,4.056943765410081,Friedrichshain (nh)
7991,13931087,0,0,Moabit,Mitte,52.52859,13.31514,2,1,25,0,1,10,97.0,1,flexible,0,0,0,12,0,0,0,0,6.673081939582894,Moabit (nh)
7992,13933384,0,1,Mitte,Mitte,52.53196,13.39582,7,1,59,60,2,20,96.0,0,strict,0,1,0,110,0,0,0,0,3.2934971609769703,Mitte (nh)
7997,13940024,0,0,Wittenau,Reinickendorf,52.58166,13.30454,3,1,34,15,2,7,94.0,1,moderate,1,0,0,50,0,0,0,0,11.060148758812884,other
8003,13948004,0,1,Hansaviertel,Mitte,52.52026,13.34304,3,1,45,110,2,20,93.0,1,moderate,1,0,1,50,1,0,0,1,4.570747655829529,Mitte
8004,13949401,0,1,Neukölln,Neukölln,52.481880000000004,13.445160000000001,3,1,40,0,1,15,89.0,0,moderate,1,0,0,20,0,1,0,0,3.6197133075911094,Neukölln (nh)
8009,13953844,1,0,Weißensee,Pankow,52.55041,13.460720000000002,3,1,64,0,1,0,95.0,1,strict,0,1,1,74,0,1,0,0,6.5334043491290545,other
8019,13964324,0,1,Neukölln,Neukölln,52.46853,13.42955,2,0,35,15,1,15,98.0,0,flexible,0,0,0,20,0,0,0,0,4.178231320851884,Neukölln (nh)
8020,13964786,0,1,Alt-Treptow,Treptow - Köpenick,52.489940000000004,13.44925,2,1,36,15,1,10,96.0,0,strict,0,1,0,60,0,0,0,0,3.3692415059341996,other
8021,13967005,0,1,Wedding,Mitte,52.54662,13.36865,2,1,40,15,1,0,99.0,0,flexible,0,0,0,80,0,0,0,0,5.4349071897542425,Wedding (nh)
8024,13967913,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.51081,13.47224,3,1,45,13,1,13,98.0,0,moderate,1,0,0,40,0,0,0,0,4.69276213906374,Friedrichshain (nh)
8057,14012053,0,0,Neukölln,Neukölln,52.47889,13.43847,2,1,55,9,1,19,97.0,0,flexible,0,0,0,40,0,0,1,0,3.528424886467534,Neukölln (nh)
8064,14023540,0,1,Prenzlauer Berg,Pankow,52.55523,13.4092,2,1,35,45,1,25,96.0,1,strict,0,1,0,13,0,0,0,0,5.842099538491602,Prenzlauer Berg (nh)
8069,14033738,0,0,Weißensee,Pankow,52.55554,13.445820000000001,2,1,30,0,1,15,100.0,0,flexible,0,0,0,60,0,1,1,0,6.508129870958417,other
8073,14036399,0,0,Wittenau,Reinickendorf,52.58028,13.3019,2,1,29,15,1,6,93.0,1,moderate,1,0,0,50,0,0,0,0,11.049785513637216,other
8079,14044315,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.491409999999995,13.437679999999999,2,1,30,0,1,15,94.0,0,moderate,1,0,0,25,0,0,0,0,2.5970072435815856,Kreuzberg (nh)
8085,14052705,0,1,Prenzlauer Berg,Pankow,52.54736,13.4255,4,1,79,19,2,10,97.0,0,strict,0,1,1,40,0,1,1,0,5.162843204198799,Prenzlauer Berg (nh)
8088,14053917,1,1,Friedrichshain,Friedrichshain-Kreuzberg,52.517869999999995,13.472760000000001,3,1,75,60,2,60,98.0,1,moderate,1,0,1,55,1,1,0,1,4.935815115193657,Friedrichshain (nh)
8114,14089858,1,1,Mitte,Mitte,52.511219999999994,13.3983,2,1,120,25,1,20,99.0,0,moderate,1,0,1,48,0,0,1,1,1.0191133019563143,Mitte (nh)
8118,14098956,0,1,Neukölln,Neukölln,52.46988,13.455129999999999,4,1,70,35,1,0,92.0,1,strict,0,1,1,35,0,0,0,0,5.028923184561786,Neukölln (nh)
8155,14156663,1,0,Friedrichshain,Friedrichshain-Kreuzberg,52.52071,13.453520000000001,2,1,40,0,1,10,96.0,1,moderate,1,0,0,20,1,0,1,0,3.8895191690640587,Friedrichshain (nh)
