index,id,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_group_cleansed,latitude,longitude,accommodates,bed_type,price,cleaning_fee,guests_included,extra_people,review_scores_rating,instant_bookable,cancellation_policy,moderate,strict,private,size,stairless,luggage_dropoff,balcony,elevator,distance,loc
2225,3868085,0,1,Charlottenburg,Charlottenburg-Wilm.,52.51096,13.30305,3,1,55,45,1,5,90.0,0,strict,0,1,1,32,1,0,1,1,6.904050200964285,Charlottenburg (nh)
2232,3882183,1,1,Schöneberg,Tempelhof - Schöneberg,52.49361999999999,13.35266,4,1,70,50,2,10,96.0,0,strict,0,1,1,90,0,0,1,0,3.632637022199923,Schöneberg (nh)
2240,3896885,0,1,Mitte,Mitte,52.52887,13.403360000000001,2,1,75,75,2,20,99.0,0,strict,0,1,1,65,0,1,0,0,2.901597453564609,Mitte (nh)
2241,3897376,1,1,Neukölln,Neukölln,52.48417,13.4418,4,1,100,40,2,22,95.0,0,strict,0,1,1,82,0,1,1,0,3.2821394846498193,Neukölln (nh)
2250,3914099,0,1,Steglitz,Steglitz - Zehlendorf,52.46095,13.320670000000002,2,1,59,0,1,0,94.0,1,moderate,1,0,1,15,0,0,0,0,7.321779737523828,other
2252,3919030,0,1,Charlottenburg,Charlottenburg-Wilm.,52.50336,13.32608,2,1,45,90,1,0,93.0,1,moderate,1,0,1,39,0,0,0,1,5.286035966791488,Charlottenburg (nh)
2253,3920944,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.50516999999999,13.464529999999998,2,1,32,15,1,0,98.0,1,moderate,1,0,0,80,0,0,0,0,4.094110466156258,Friedrichshain (nh)
2258,3928551,0,1,Mitte,Mitte,52.50956,13.39681,3,1,80,70,2,20,95.0,1,moderate,1,0,0,50,0,0,0,1,0.9036097514330326,Mitte (nh)
2259,3930252,0,1,Neukölln,Neukölln,52.485459999999996,13.446079999999998,4,1,69,50,1,25,92.0,1,strict,0,1,1,45,0,1,0,0,3.4292091676999057,Neukölln (nh)
2263,3935565,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.4916,13.40275,5,1,70,30,2,25,78.0,1,moderate,1,0,1,60,0,0,0,0,1.2468720492769174,Kreuzberg (nh)
2264,3935726,1,1,Neukölln,Neukölln,52.4682,13.42271,2,1,25,10,1,15,97.0,0,moderate,1,0,0,19,0,0,1,0,4.044879358104506,Neukölln (nh)
2266,3936899,1,0,Prenzlauer Berg,Pankow,52.54841,13.41359,3,1,99,49,2,29,93.0,0,strict,0,1,1,70,1,1,1,0,5.113696724423369,Prenzlauer Berg (nh)
2282,3964415,0,0,Neukölln,Neukölln,52.47225,13.43186,4,1,69,25,10,0,89.0,1,moderate,1,0,1,70,0,0,0,0,3.8781225846637617,Neukölln (nh)
2284,3966898,1,0,Charlottenburg,Charlottenburg-Wilm.,52.51586999999999,13.30444,1,1,52,24,1,0,96.0,0,strict,0,1,0,100,0,0,0,0,6.9045824198509695,Charlottenburg (nh)
2286,3968204,1,0,Westend,Charlottenburg-Wilm.,52.511140000000005,13.26855,5,1,105,60,1,20,96.0,0,strict,0,1,1,75,0,1,1,0,9.225788628019112,other
2289,3973420,1,0,Friedrichshain,Friedrichshain-Kreuzberg,52.521119999999996,13.4333,6,1,85,30,2,15,98.0,0,strict,0,1,1,50,0,1,0,0,2.836350423246611,Friedrichshain (nh)
2290,3974304,1,1,Schöneberg,Tempelhof - Schöneberg,52.482459999999996,13.362,4,1,77,35,2,16,98.0,1,strict,0,1,1,70,0,0,1,0,3.640935155563436,Schöneberg (nh)
2299,3986573,0,1,Neukölln,Neukölln,52.47388,13.452779999999999,2,1,65,20,2,10,100.0,0,strict,0,1,1,60,0,0,0,0,4.599976649492306,Neukölln (nh)
2300,3988568,0,0,Wedding,Mitte,52.54798,13.34821,1,1,55,9,1,0,94.0,1,moderate,1,0,1,11,0,1,0,0,6.292317407519712,Wedding (nh)
2311,4009596,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.486619999999995,13.37565,2,1,65,50,1,10,92.0,0,moderate,1,0,1,80,0,0,0,0,2.637581605010425,Kreuzberg (nh)
2314,4011708,1,1,Neukölln,Neukölln,52.4701,13.437129999999998,1,1,35,15,1,0,99.0,0,strict,0,1,0,100,0,0,0,0,4.264481435506025,Neukölln (nh)
2316,4013104,0,0,Mitte,Mitte,52.5266,13.405660000000001,3,1,55,60,2,15,98.0,0,strict,0,1,1,65,0,0,0,1,2.650585267252573,Mitte (nh)
2331,4028925,1,1,Baumschulenweg,Treptow - Köpenick,52.46827,13.48784,2,1,32,0,1,10,93.0,1,strict,0,1,0,57,0,0,0,0,6.842816654342145,other
2333,4043115,0,1,Wedding,Mitte,52.55608,13.34575,2,1,40,15,1,10,95.0,0,flexible,0,0,0,20,0,0,0,0,7.12341709146342,Wedding (nh)
2336,4045063,1,1,Kreuzberg,Friedrichshain-Kreuzberg,52.49745,13.397329999999998,2,1,49,49,1,15,99.0,0,strict,0,1,0,94,0,1,0,0,0.7520858258982748,Kreuzberg (nh)
2342,4056601,0,0,Biesdorf,Marzahn - Hellersdorf,52.50266,13.55732,6,1,120,50,4,30,100.0,0,strict,0,1,1,60,1,1,1,0,10.366284489328075,other
2345,4057812,0,0,Prenzlauer Berg,Pankow,52.54237,13.417279999999998,2,1,60,25,1,0,94.0,0,flexible,0,0,1,80,0,0,0,0,4.490680388008392,Prenzlauer Berg (nh)
2356,4083538,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.51109,13.44714,2,1,55,0,1,0,91.0,0,strict,0,1,1,44,0,0,0,0,3.0515022912111935,Friedrichshain (nh)
2363,4100032,0,1,Neukölln,Neukölln,52.4695,13.43485,4,1,90,20,4,10,97.0,0,flexible,0,0,1,20,0,1,1,0,4.243809815411277,Neukölln (nh)
2364,4102222,0,1,Neukölln,Neukölln,52.48299,13.43477,3,1,40,10,1,10,96.0,0,moderate,1,0,0,130,0,0,0,0,3.0223030196235032,Neukölln (nh)
2369,4106583,0,1,Wedding,Mitte,52.54325,13.37606,9,1,80,0,2,15,91.0,1,moderate,1,0,1,70,0,0,0,0,4.885432308004474,Wedding (nh)
2375,4116671,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.517140000000005,13.45575,6,1,99,29,4,5,100.0,0,moderate,1,0,1,100,0,0,0,1,3.838594490350676,Friedrichshain (nh)
2376,4118010,1,0,Moabit,Mitte,52.53474,13.34815,2,1,46,17,2,0,96.0,1,strict,0,1,0,13,0,0,0,0,5.195858369214021,Moabit (nh)
2378,4120763,0,1,Neukölln,Neukölln,52.486709999999995,13.429839999999999,4,1,120,0,1,10,94.0,1,strict,0,1,1,70,0,1,1,1,2.4926144700596966,Neukölln (nh)
2382,4127373,0,1,Mitte,Mitte,52.529540000000004,13.397129999999999,2,1,72,0,1,0,97.0,0,strict,0,1,1,40,0,0,0,0,3.013471197382022,Mitte (nh)
2388,4139088,0,0,Lichterfelde,Steglitz - Zehlendorf,52.44341,13.2961,2,1,42,16,1,0,100.0,1,flexible,0,0,0,24,0,0,0,0,9.857094081114763,other
2390,4140103,0,1,Prenzlauer Berg,Pankow,52.55214,13.41412,5,1,90,50,2,35,75.0,0,strict,0,1,1,95,0,0,0,0,5.529709426414465,Prenzlauer Berg (nh)
2404,4163068,0,0,Neukölln,Neukölln,52.48669,13.431,2,1,25,15,1,8,89.0,0,strict,0,1,1,34,0,0,0,0,2.549548643027111,Neukölln (nh)
2417,4185579,1,1,Prenzlauer Berg,Pankow,52.5478,13.4044,3,1,49,10,3,0,95.0,1,moderate,1,0,0,50,0,1,0,0,5.006026851638929,Prenzlauer Berg (nh)
2424,4195909,1,0,Wedding,Mitte,52.5547,13.386289999999999,2,1,74,40,2,20,99.0,0,moderate,1,0,1,100,1,1,1,1,5.898589675612519,Wedding (nh)
2429,4201709,0,0,Mitte,Mitte,52.531009999999995,13.38855,5,1,99,30,2,30,93.0,0,strict,0,1,1,20,1,1,0,0,3.312198433569212,Mitte (nh)
2430,4201970,0,1,Neukölln,Neukölln,52.47685,13.42104,2,1,39,35,1,15,97.0,0,strict,0,1,0,80,0,1,0,0,3.1012918016594813,Neukölln (nh)
2432,4204070,0,1,Prenzlauer Berg,Pankow,52.537259999999996,13.42423,2,1,25,10,1,15,93.0,0,strict,0,1,0,140,0,0,0,0,4.067159142935402,Prenzlauer Berg (nh)
2437,4213594,1,1,Prenzlauer Berg,Pankow,52.5399,13.41216,2,1,70,30,1,10,100.0,0,strict,0,1,0,143,0,0,0,1,4.162811825728065,Prenzlauer Berg (nh)
2443,4231125,0,0,Friedrichshain,Friedrichshain-Kreuzberg,52.50899999999999,13.46885,2,1,38,5,1,0,95.0,0,moderate,1,0,0,62,0,0,0,0,4.4319841824781525,Friedrichshain (nh)
2457,4246768,0,0,Mitte,Mitte,52.52691,13.39349,2,1,66,18,1,20,99.0,0,strict,0,1,0,35,0,0,0,0,2.778762231047409,Mitte (nh)
2468,4272355,0,1,Neukölln,Neukölln,52.470459999999996,13.43263,2,1,25,20,2,0,90.0,0,strict,0,1,1,45,0,1,0,0,4.0778935317816245,Neukölln (nh)
2470,4280343,1,1,Charlottenburg,Charlottenburg-Wilm.,52.50925,13.314329999999998,1,1,30,20,1,0,96.0,0,flexible,0,0,0,12,0,0,0,0,6.122964538669053,Charlottenburg (nh)
2474,4290174,0,1,Buch,Pankow,52.63429,13.499120000000001,4,1,60,30,2,10,87.0,1,moderate,1,0,1,15,0,0,0,0,15.969378200195326,other
2476,4292312,0,1,Prenzlauer Berg,Pankow,52.54315,13.42039,5,1,57,10,3,10,96.0,1,strict,0,1,1,150,0,0,0,1,4.6211332122170905,Prenzlauer Berg (nh)
2498,4346575,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.51641,13.47451,2,1,47,50,2,30,97.0,0,moderate,1,0,1,26,1,0,1,1,4.995806761501944,Friedrichshain (nh)
2500,4352958,1,0,Charlottenburg,Charlottenburg-Wilm.,52.508559999999996,13.28447,4,1,85,50,1,0,99.0,0,flexible,0,0,1,20,0,1,1,1,8.12705333505632,Charlottenburg (nh)
2506,4361687,0,1,Neukölln,Neukölln,52.49114,13.42411,2,1,46,0,1,0,96.0,0,moderate,1,0,0,20,0,1,0,0,1.8701217527779799,Neukölln (nh)
2510,4365662,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.490809999999996,13.423370000000002,2,1,52,15,1,15,90.0,1,strict,0,1,0,100,0,1,0,1,1.8603681507030005,Kreuzberg (nh)
2513,4369073,0,1,Moabit,Mitte,52.5237,13.360029999999998,2,1,25,10,1,15,96.0,0,strict,0,1,0,18,0,0,0,1,3.785939625674923,Moabit (nh)
2515,4375953,0,1,Wedding,Mitte,52.53941999999999,13.350370000000002,2,1,40,15,1,25,96.0,0,strict,0,1,0,115,0,0,1,0,5.463415990828265,Wedding (nh)
2518,4384843,0,0,Neukölln,Neukölln,52.48845,13.4384,2,1,100,20,1,0,93.0,0,moderate,1,0,1,50,0,0,1,0,2.8122767342337336,Neukölln (nh)
2522,4387741,0,0,Neukölln,Neukölln,52.484609999999996,13.4535,2,1,80,45,2,10,91.0,0,strict,0,1,1,65,0,0,0,0,3.9032808128666927,Neukölln (nh)
2530,4406052,0,1,Buch,Pankow,52.633109999999995,13.500929999999999,4,1,60,30,2,10,90.0,1,moderate,1,0,1,50,0,1,0,0,15.899275926936728,other
2533,4407470,1,1,Neukölln,Neukölln,52.4721,13.44375,2,1,82,0,1,0,97.0,0,moderate,1,0,1,55,0,1,0,0,4.33825068957821,Neukölln (nh)
2534,4410151,0,1,Wedding,Mitte,52.556059999999995,13.38233,2,0,49,7,1,0,95.0,0,strict,0,1,1,75,0,0,0,0,6.105904298077965,Wedding (nh)
2542,4420593,1,0,Prenzlauer Berg,Pankow,52.53526,13.44041,2,1,57,50,1,0,98.0,1,moderate,1,0,1,40,0,1,0,0,4.365366089599689,Prenzlauer Berg (nh)
2544,4425822,0,1,Rudow,Neukölln,52.42564,13.50469,2,1,40,50,1,4,100.0,0,strict,0,1,1,48,0,0,0,0,10.952134108500987,other
2546,4428007,1,0,Mitte,Mitte,52.533590000000004,13.38705,2,1,64,0,1,15,97.0,1,moderate,1,0,0,11,0,1,0,1,3.61646386587152,Mitte (nh)
2548,4435646,0,1,Neukölln,Neukölln,52.48141,13.43706,2,1,70,0,1,10,91.0,0,moderate,1,0,1,60,0,0,0,0,3.256531861462149,Neukölln (nh)
2557,4462848,1,1,Charlottenburg,Charlottenburg-Wilm.,52.50955,13.30981,4,1,58,35,1,15,95.0,1,strict,0,1,1,50,1,0,0,0,6.4306666330625,Charlottenburg (nh)
2559,4463980,1,1,Prenzlauer Berg,Pankow,52.5327,13.436370000000002,2,1,59,30,1,5,98.0,0,moderate,1,0,1,12,0,1,1,0,3.976898516015228,Prenzlauer Berg (nh)
2564,4465998,0,1,Neukölln,Neukölln,52.48106,13.43869,2,1,79,50,1,0,100.0,0,strict,0,1,1,89,0,0,0,0,3.3608289877026216,Neukölln (nh)
2569,4469523,1,0,Charlottenburg,Charlottenburg-Wilm.,52.50235,13.29986,2,1,99,20,1,0,97.0,0,strict,0,1,1,33,0,0,0,0,7.060626543093288,Charlottenburg (nh)
2570,4470346,0,0,Lichterfelde,Steglitz - Zehlendorf,52.44953,13.30069,1,0,30,10,1,100,90.0,0,strict,0,1,0,20,0,0,0,0,9.174900951342451,other
2589,4510046,0,1,Neukölln,Neukölln,52.482859999999995,13.44535,2,1,28,10,1,10,96.0,0,moderate,1,0,0,20,0,0,0,0,3.560771699732418,Neukölln (nh)
2591,4515108,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.50525,13.39966,1,1,60,30,1,10,98.0,0,moderate,1,0,0,96,0,0,0,0,0.410630220132349,Kreuzberg (nh)
2592,4522000,0,1,Friedrichshain,Friedrichshain-Kreuzberg,52.510130000000004,13.4551,1,1,39,18,1,18,96.0,0,moderate,1,0,0,27,0,1,0,0,3.542574540712189,Friedrichshain (nh)
2622,4593350,0,1,Prenzlauer Berg,Pankow,52.54166,13.41073,3,1,67,25,2,10,100.0,0,moderate,1,0,1,77,0,1,0,0,4.345987151047073,Prenzlauer Berg (nh)
2628,4607356,1,1,Friedrichshain,Friedrichshain-Kreuzberg,52.525059999999996,13.44241,4,1,110,35,2,10,96.0,0,flexible,0,0,1,74,1,0,1,1,3.5824301431567305,Friedrichshain (nh)
2630,4619328,0,0,Neukölln,Neukölln,52.48471,13.43604,4,1,59,30,2,10,100.0,0,moderate,1,0,1,55,0,0,0,0,2.9483258142174833,Neukölln (nh)
2634,4623449,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49278,13.438629999999998,4,1,95,25,2,25,94.0,0,moderate,1,0,1,50,0,1,0,0,2.584221370313864,Kreuzberg (nh)
2639,4635594,0,0,Pankow,Pankow,52.56203000000001,13.406770000000002,2,1,27,35,1,15,89.0,0,strict,0,1,0,28,0,0,0,0,6.590655585989527,other
2640,4635647,1,1,Tiergarten,Mitte,52.4996,13.36333,2,1,50,0,1,15,100.0,1,flexible,0,0,0,100,0,1,1,0,2.7869597688576992,Mitte
2642,4642419,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49765,13.43731,4,1,52,0,1,7,93.0,0,strict,0,1,1,85,0,0,0,0,2.314667855725621,Kreuzberg (nh)
2644,4644250,0,0,Prenzlauer Berg,Pankow,52.55014,13.40585,2,1,35,5,1,15,100.0,0,moderate,1,0,0,60,0,0,0,0,5.267425426401351,Prenzlauer Berg (nh)
2645,4646609,0,0,Mitte,Mitte,52.523340000000005,13.40451,2,1,50,25,1,0,93.0,0,strict,0,1,1,24,0,0,0,1,2.286286696549118,Mitte (nh)
2654,4658675,0,1,Mitte,Mitte,52.52471,13.40032,3,1,100,65,3,20,97.0,0,strict,0,1,1,100,0,0,0,0,2.452386188192977,Mitte (nh)
2664,4679124,0,0,Wedding,Mitte,52.55144,13.359829999999999,4,1,68,15,2,15,99.0,0,strict,0,1,1,87,0,0,0,0,6.186576039640858,Wedding (nh)
2670,4684729,0,0,Neukölln,Neukölln,52.470580000000005,13.433670000000001,2,1,55,20,2,8,97.0,0,moderate,1,0,1,45,0,1,1,0,4.099981139001955,Neukölln (nh)
2686,4706650,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.49587,13.419310000000001,2,1,45,15,1,10,97.0,0,strict,0,1,0,22,0,0,0,0,1.2809041810153519,Kreuzberg (nh)
2688,4708656,0,1,Mitte,Mitte,52.52441999999999,13.385879999999998,4,1,110,60,2,30,89.0,1,moderate,1,0,1,72,0,1,1,1,2.7059143535760612,Mitte (nh)
2691,4715468,0,1,Neukölln,Neukölln,52.47384,13.45235,2,1,20,0,2,15,95.0,0,flexible,0,0,0,46,0,0,0,0,4.582313148042152,Neukölln (nh)
2692,4716733,0,0,Mitte,Mitte,52.52676999999999,13.409310000000001,2,1,52,0,1,0,86.0,1,strict,0,1,0,24,0,0,0,0,2.6901498351796818,Mitte (nh)
2702,4733912,0,1,Schöneberg,Tempelhof - Schöneberg,52.50005,13.34334,2,1,39,5,1,20,97.0,0,flexible,0,0,0,30,0,0,0,0,4.128702624545668,Schöneberg (nh)
2709,4745015,0,1,Wedding,Mitte,52.56075,13.39439,1,1,25,10,1,0,93.0,1,strict,0,1,0,75,0,0,0,0,6.479836670152171,Wedding (nh)
2723,4763536,0,1,Neukölln,Neukölln,52.470980000000004,13.429960000000001,2,1,38,20,1,12,95.0,0,strict,0,1,1,43,0,0,0,0,3.9437053256623176,Neukölln (nh)
2730,4774047,0,0,Prenzlauer Berg,Pankow,52.529740000000004,13.427979999999998,1,1,42,10,1,20,95.0,0,moderate,1,0,0,13,0,0,0,0,3.4033323820629073,Prenzlauer Berg (nh)
2738,4782229,1,1,Moabit,Mitte,52.53134,13.33941,3,1,29,10,1,13,97.0,0,moderate,1,0,0,25,0,0,0,0,5.411752776418281,Moabit (nh)
2743,4791382,0,0,Mitte,Mitte,52.52393000000001,13.391829999999999,7,1,120,65,2,15,81.0,1,strict,0,1,1,70,0,0,0,0,2.49563016927157,Mitte (nh)
2747,4793644,1,0,Mitte,Mitte,52.528580000000005,13.384179999999999,4,1,60,50,2,30,95.0,0,flexible,0,0,1,60,0,1,1,1,3.1717359282406123,Mitte (nh)
2756,4804494,0,0,Kreuzberg,Friedrichshain-Kreuzberg,52.50104,13.44403,1,0,32,0,1,10,93.0,0,strict,0,1,0,14,0,0,0,0,2.7049854610809176,Kreuzberg (nh)
2762,4812941,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.50148000000001,13.416310000000001,2,1,75,40,2,20,97.0,0,moderate,1,0,1,70,0,0,0,0,0.834349878664111,Kreuzberg (nh)
2773,4822074,1,1,Friedrichshain,Friedrichshain-Kreuzberg,52.5118,13.45894,2,0,65,30,1,0,98.0,0,moderate,1,0,1,20,0,0,1,0,3.8401307694834905,Friedrichshain (nh)
2775,4823591,0,1,Wedding,Mitte,52.55491,13.37674,6,1,80,35,2,18,97.0,0,moderate,1,0,1,68,0,0,0,0,6.08634905452585,Wedding (nh)
2782,4836108,0,0,Hansaviertel,Mitte,52.517230000000005,13.34165,2,1,48,0,1,15,94.0,0,flexible,0,0,0,50,0,0,0,1,4.525911440890139,Mitte
2789,4847553,0,1,Neukölln,Neukölln,52.47113,13.452210000000001,4,1,70,30,3,40,98.0,0,moderate,1,0,0,110,0,0,1,1,4.792358506737275,Neukölln (nh)
2793,4854453,0,1,Hansaviertel,Mitte,52.52179,13.3453,4,1,79,40,2,0,95.0,0,moderate,1,0,1,85,0,0,0,0,4.5099293324653,Mitte
2805,4877301,0,0,Moabit,Mitte,52.53115,13.341610000000001,2,1,25,50,1,10,87.0,1,strict,0,1,0,22,0,1,0,0,5.279292891057794,Moabit (nh)
2809,4882696,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.50509,13.40039,4,1,90,25,3,25,98.0,0,moderate,1,0,1,110,1,0,1,1,0.36254196792111876,Kreuzberg (nh)
2827,4906835,1,1,Niederschönhausen,Pankow,52.57167,13.39484,2,1,45,30,1,20,100.0,1,moderate,1,0,0,25,0,0,0,0,7.686176236494482,other
2830,4912546,0,1,Prenzlauer Berg,Pankow,52.54343000000001,13.41049,3,1,70,25,2,25,98.0,0,strict,0,1,1,56,0,0,0,1,4.540259093341977,Prenzlauer Berg (nh)
2838,4921386,1,0,Kreuzberg,Friedrichshain-Kreuzberg,52.50316,13.400220000000001,2,1,50,10,1,20,99.0,0,flexible,0,0,0,110,1,0,1,1,0.2706808271252668,Kreuzberg (nh)
2848,4933665,1,0,Mitte,Mitte,52.53546,13.3785,4,1,75,50,3,25,98.0,0,moderate,1,0,1,100,0,1,1,0,4.027611432511783,Mitte (nh)
2849,4940700,1,1,Neukölln,Neukölln,52.471419999999995,13.43926,2,1,40,20,1,0,94.0,1,moderate,1,0,0,80,0,0,0,0,4.219598321509047,Neukölln (nh)
2852,4947163,0,0,Baumschulenweg,Treptow - Köpenick,52.45081,13.474960000000001,4,1,55,40,2,12,90.0,0,moderate,1,0,1,170,0,0,0,0,7.508717183381773,other
2857,4965994,1,1,Neukölln,Neukölln,52.49155,13.42487,2,1,49,69,1,10,99.0,0,strict,0,1,1,60,0,0,1,1,1.876950909350679,Neukölln (nh)
2866,4996633,0,1,Mitte,Mitte,52.535680000000006,13.37589,5,1,120,60,4,25,96.0,0,strict,0,1,1,100,1,1,1,1,4.128518691622165,Mitte (nh)
2867,4996809,0,1,Tiergarten,Mitte,52.507169999999995,13.34566,2,0,69,65,1,10,94.0,0,strict,0,1,1,60,1,1,1,0,3.990140404204719,Mitte
2870,5001993,0,1,Prenzlauer Berg,Pankow,52.5457,13.41306,2,1,45,20,1,15,99.0,0,strict,0,1,0,30,0,0,0,0,4.810241542161174,Prenzlauer Berg (nh)
2871,5008340,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.48826,13.390670000000002,2,1,69,20,1,0,98.0,0,moderate,1,0,1,65,0,0,0,0,1.8552734845440617,Kreuzberg (nh)
2896,5060152,0,1,Mitte,Mitte,52.5361,13.40582,4,1,99,40,1,15,94.0,0,strict,0,1,1,55,0,1,0,1,3.7067018176413145,Mitte (nh)
2898,5065008,0,1,Köpenick,Treptow - Köpenick,52.46428,13.5679,6,1,59,35,2,10,96.0,0,flexible,0,0,1,70,0,1,1,0,11.88503097918658,other
2900,5073905,0,0,Neukölln,Neukölln,52.47538,13.42221,3,1,39,25,1,15,94.0,1,strict,0,1,1,40,0,0,0,1,3.2824695652793063,Neukölln (nh)
2914,5097341,0,1,Zehlendorf,Steglitz - Zehlendorf,52.414390000000004,13.26,7,1,119,50,4,19,99.0,0,strict,0,1,1,130,0,1,1,0,13.857073177481238,other
2920,5103017,0,1,Wedding,Mitte,52.54476999999999,13.360510000000001,2,1,66,40,1,0,89.0,0,strict,0,1,1,36,0,0,0,0,5.524967929247407,Wedding (nh)
2927,5115511,0,1,Mitte,Mitte,52.51838000000001,13.40303,5,1,139,45,4,45,93.0,1,strict,0,1,1,90,0,0,0,1,1.7363580973560402,Mitte (nh)
2936,5138650,0,0,Prenzlauer Berg,Pankow,52.543490000000006,13.419220000000001,2,0,46,20,1,0,93.0,0,strict,0,1,0,15,0,0,0,0,4.639854429420232,Prenzlauer Berg (nh)
2938,5146265,0,1,Mitte,Mitte,52.537409999999994,13.39931,1,1,63,0,1,10,87.0,0,strict,0,1,0,88,0,0,0,1,3.864700425468831,Mitte (nh)
2940,5158035,0,0,Wilmersdorf,Charlottenburg-Wilm.,52.497040000000005,13.30161,2,1,65,75,2,10,99.0,0,strict,0,1,1,50,0,0,0,1,6.971708899323339,Wilmersdorf (nh)
2946,5166273,0,1,Pankow,Pankow,52.56774,13.424170000000002,4,1,60,90,2,20,97.0,1,strict,0,1,1,100,0,0,1,0,7.348808935208746,other
2949,5172783,1,1,Prenzlauer Berg,Pankow,52.53976,13.4057,2,1,32,10,1,20,98.0,0,moderate,1,0,0,22,0,0,0,0,4.113296992468652,Prenzlauer Berg (nh)
2951,5181955,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.494580000000006,13.44002,2,1,55,25,2,25,93.0,0,strict,0,1,0,24,1,1,0,0,2.5924432223758136,Kreuzberg (nh)
2954,5188216,0,1,Neukölln,Neukölln,52.48231,13.428889999999999,4,1,62,27,2,18,95.0,1,flexible,0,0,1,60,0,0,0,0,2.825225121703147,Neukölln (nh)
2955,5188359,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.49215,13.4026,5,1,60,40,1,20,90.0,0,moderate,1,0,1,108,0,0,0,0,1.1867723389197782,Kreuzberg (nh)
2957,5190349,0,1,Neukölln,Neukölln,52.48624,13.41745,2,1,59,40,1,0,98.0,0,moderate,1,0,0,60,0,0,0,0,2.047151512648327,Neukölln (nh)
2958,5190503,0,0,Neukölln,Neukölln,52.47296,13.42695,2,1,35,0,1,0,88.0,0,flexible,0,0,1,36,0,0,0,0,3.6570310371817376,Neukölln (nh)
2959,5191010,0,1,Mitte,Mitte,52.51965,13.3945,2,1,75,0,1,0,99.0,0,moderate,1,0,1,70,0,1,1,1,1.9867320162499924,Mitte (nh)
2963,5200731,1,1,Neukölln,Neukölln,52.48166,13.433320000000002,2,1,25,6,1,10,100.0,0,moderate,1,0,0,100,0,0,1,0,3.067583768038698,Neukölln (nh)
2967,5207434,0,0,Wilmersdorf,Charlottenburg-Wilm.,52.4804,13.33681,2,0,27,0,1,20,91.0,0,moderate,1,0,0,12,0,0,0,1,5.195337817442804,Wilmersdorf (nh)
2969,5212871,1,0,Alt-Treptow,Treptow - Köpenick,52.48915,13.456560000000001,2,1,30,0,1,15,95.0,0,strict,0,1,0,75,1,0,1,1,3.8569272741214573,other
2977,5233564,0,0,Mitte,Mitte,52.53069,13.387360000000001,1,1,50,0,1,0,91.0,0,flexible,0,0,1,36,0,0,0,0,3.3053351321064524,Mitte (nh)
2979,5234787,0,0,Wilmersdorf,Charlottenburg-Wilm.,52.48865,13.331029999999998,3,1,49,40,1,10,85.0,1,flexible,0,0,1,28,0,0,0,1,5.194729068477167,Wilmersdorf (nh)
2982,5238903,1,0,Westend,Charlottenburg-Wilm.,52.52038,13.26305,2,1,40,20,1,20,99.0,0,flexible,0,0,0,26,0,1,0,0,9.74853398631828,other
2984,5243335,0,1,Wilmersdorf,Charlottenburg-Wilm.,52.49514,13.31344,2,1,55,35,1,5,91.0,0,moderate,1,0,1,33,0,0,1,1,6.2002496794759185,Wilmersdorf (nh)
2999,5258903,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.493840000000006,13.407070000000001,2,0,29,20,1,10,91.0,0,moderate,1,0,0,120,0,0,1,0,1.013282584167726,Kreuzberg (nh)
3000,5259486,1,1,Tiergarten,Mitte,52.5,13.37065,2,1,75,0,1,10,98.0,0,moderate,1,0,0,15,0,1,1,1,2.289900608788318,Mitte
3007,5273943,1,0,Charlottenburg,Charlottenburg-Wilm.,52.51699,13.291879999999999,2,1,23,10,1,18,94.0,1,flexible,0,0,0,17,0,0,0,0,7.761873656098122,Charlottenburg (nh)
3011,5283309,0,1,Kreuzberg,Friedrichshain-Kreuzberg,52.49823000000001,13.41523,2,1,20,10,1,10,90.0,0,flexible,0,0,0,20,0,0,0,1,0.9035818120585225,Kreuzberg (nh)
3014,5289758,1,1,Kreuzberg,Friedrichshain-Kreuzberg,52.497069999999994,13.42794,2,1,80,45,1,15,97.0,0,moderate,1,0,1,68,0,0,0,0,1.729765289467005,Kreuzberg (nh)
3017,5292821,0,1,Charlottenburg,Charlottenburg-Wilm.,52.50521,13.326139999999999,5,1,99,45,3,15,92.0,0,strict,0,1,1,78,0,0,0,0,5.288377598147036,Charlottenburg (nh)
